,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Absolute,Maximal,By Balance,By Equity
0,1658950,8,5 (62.50%),3 (37.50%),7.67 USD,-1.21 USD,"17.31 USD
 (2 152 pips)","-3.00 USD
 (345 pips)",3 (13.24 USD),13.24 USD (3),0.63,100.00%,15.53%,2 minutes ago,12.0,16 hours,6.36,4 (50.00%),4 (50.00%),5.77,1.79 USD,3.46 USD,-1.00 USD,2 (-2.25 USD),-2.25 USD (2),3.56%,,100%,0.75 USD,2.25 USD (0.56%),0.56% (2.25 USD),4.16% (17.31 USD)
0,1052882,59,41 (69.49%),18 (30.51%),5.75 USD,-3.98 USD,"39.75 USD
 (32 951 pips)","-39.21 USD
 (20 058 pips)",14 (9.78 USD),20.32 USD (10),0.02,63.36%,492.10%,5 days ago,13.0,3 days,0.03,25 (42.37%),34 (57.63%),1.01,0.01 USD,0.97 USD,-2.18 USD,5 (-17.38 USD),-17.38 USD (5),1.68%,,6%,2.86 USD,17.86 USD (26.79%),26.79% (17.86 USD),88.13% (38.59 USD)
0,1657925,11,10 (90.90%),1 (9.09%),11.68 USD,-0.93 USD,"61.37 USD
 (710 pips)","-0.93 USD
 (85 pips)",8 (44.32 USD),44.32 USD (8),1.3,98.74%,78.56%,39 minutes ago,14.0,10 hours,64.99,8 (72.73%),3 (27.27%),65.99,5.49 USD,6.14 USD,-0.93 USD,1 (-0.93 USD),-0.93 USD (1),0.60%,,0%,0.00 USD,0.93 USD (0.01%),0.00% (0.00 USD),0.87% (87.30 USD)
0,673884,14 570,11 951 (82.02%),2 619 (17.98%),1 072.06 EUR,-1 924.05 EUR,"47 316.53 EUR
 (958 749 pips)","-47 804.31 EUR
 (973 107 pips)",63 (55.30 EUR),1 148.53 EUR (3),-0.01,91.63%,22.65%,2 hours ago,217.0,14 hours,-0.06,7 498 (51.46%),7 072 (48.54%),0.99,-0.03 EUR,3.96 EUR,-18.25 EUR,38 (-1 298.70 EUR),-4 331.97 EUR (3),1.76%,21.31%,94%,3 581.91 EUR,8 042.26 EUR (147.28%),56.00% (8 042.26 EUR),40.82% (4 298.36 EUR)
0,1624760,89,49 (55.05%),40 (44.94%),1 204.84 USD,-2 141.36 USD,"15 384.50 USD
 (45 411 pips)","-15 846.47 USD
 (24 888 pips)",6 (1 984.39 USD),1 984.39 USD (6),-0.01,92.36%,1.83%,1 day ago,29.0,1 day,-0.15,38 (42.70%),51 (57.30%),0.97,-5.19 USD,313.97 USD,-396.16 USD,6 (-1 155.82 USD),-2 927.53 USD (3),-0.32%,,4%,2 927.53 USD,3 083.65 USD (0.83%),1.09% (2 984.21 USD),4.29% (11 669.44 USD)
0,1621868,25,12 (48.00%),13 (52.00%),7.51 USD,-21.13 USD,"44.09 USD
 (5 394 pips)","-84.13 USD
 (10 697 pips)",4 (11.49 USD),17.14 USD (3),-0.24,33.61%,1.13%,20 minutes ago,10.0,1 day,-0.53,13 (52.00%),12 (48.00%),0.52,-1.60 USD,3.67 USD,-6.47 USD,8 (-75.26 USD),-75.26 USD (8),-0.44%,,100%,70.02 USD,75.26 USD (0.84%),0.84% (75.26 USD),1.77% (159.46 USD)
0,1648174,30,19 (63.33%),11 (36.67%),9.51 USD,-14.70 USD,"72.92 USD
 (6 029 pips)","-74.99 USD
 (4 835 pips)",8 (37.55 USD),37.55 USD (8),-0.01,83.97%,6.16%,4 hours ago,18.0,9 hours,-0.04,14 (46.67%),16 (53.33%),0.97,-0.07 USD,3.84 USD,-6.82 USD,3 (-29.55 USD),-29.55 USD (3),-0.21%,,0%,45.78 USD,46.98 USD (4.69%),4.69% (46.98 USD),1.99% (19.81 USD)
0,1632386,81,41 (50.61%),40 (49.38%),64.80 USD,-14.10 USD,"222.25 USD
 (367 811 pips)","-228.26 USD
 (17 546 pips)",9 (45.47 USD),70.79 USD (3),0.0,31.68%,7.12%,5 days ago,3.0,10 hours,-0.04,37 (45.68%),44 (54.32%),0.97,-0.07 USD,5.42 USD,-5.71 USD,12 (-99.17 USD),-99.17 USD (12),-0.57%,,60%,76.74 USD,146.86 USD (13.72%),13.82% (146.00 USD),3.39% (31.79 USD)
0,1570550,98,50 (51.02%),48 (48.98%),126.89 EUR,-129.25 EUR,"757.67 EUR
 (257 301 pips)","-831.60 EUR
 (14 377 pips)",10 (117.55 EUR),374.33 EUR (8),-0.11,100.00%,425.05%,2 days ago,2.0,3 days,-0.13,32 (32.65%),66 (67.35%),0.91,-0.75 EUR,15.15 EUR,-17.33 EUR,7 (-116.78 EUR),-241.02 EUR (4),26.20%,317.93%,54%,547.80 EUR,548.21 EUR (155.75%),99.93% (544.25 EUR),95.78% (277.00 EUR)
0,1623176,38,21 (55.26%),17 (44.74%),24.63 EUR,-61.59 EUR,"155.63 EUR
 (3 029 pips)","-279.12 EUR
 (4 057 pips)",4 (48.89 EUR),48.89 EUR (4),-0.18,41.71%,2.72%,21 hours ago,20.0,3 days,-0.67,20 (52.63%),18 (47.37%),0.56,-3.25 EUR,7.41 EUR,-16.42 EUR,2 (-71.65 EUR),-71.65 EUR (2),-0.73%,,100%,176.08 EUR,185.55 EUR (1.55%),1.06% (180.66 EUR),3.35% (569.45 EUR)
0,801984,489,244 (49.89%),245 (50.10%),17 590.00 JPY,-16 519.00 JPY,"603 297.00 JPY
 (22 840 pips)","-647 584.00 JPY
 (20 578 pips)",34 (109 320.00 JPY),109 320.00 JPY (34),-0.02,3.44%,66.44%,5 days ago,4.0,2 hours,-0.27,230 (47.03%),259 (52.97%),0.93,-90.57 JPY,2 472.53 JPY,-2 643.20 JPY,17 (-65 610.00 JPY),-65 610.00 JPY (17),-1.90%,-23.07%,94%,47 268.00 JPY,164 575.00 JPY (9.48%),6.44% (162 355.00 JPY),0.76% (15 929.00 JPY)
0,1339383,308,127 (41.23%),181 (58.77%),66.64 USD,-36.80 USD,"1 099.03 USD
 (153 498 pips)","-1 184.00 USD
 (64 290 pips)",7 (124.93 USD),124.93 USD (7),-0.04,3.33%,12.28%,7 days ago,2.0,7 hours,-0.18,155 (50.32%),153 (49.68%),0.93,-0.28 USD,8.65 USD,-6.54 USD,17 (-293.26 USD),-293.26 USD (17),-2.32%,-31.29%,93%,88.06 USD,460.05 USD (97.47%),26.14% (460.05 USD),2.17% (39.00 USD)
0,1640715,33,20 (60.60%),13 (39.39%),18.91 USD,-29.45 USD,"85.02 USD
 (6 877 pips)","-99.63 USD
 (8 163 pips)",7 (16.32 USD),23.57 USD (3),-0.05,85.91%,4.59%,19 hours ago,7.0,1 day,-0.29,24 (72.73%),9 (27.27%),0.85,-0.44 USD,4.25 USD,-7.66 USD,3 (-21.15 USD),-34.52 USD (2),-1.23%,,0%,22.30 USD,50.32 USD (4.25%),4.20% (49.76 USD),11.48% (57.96 USD)
0,1624424,86,42 (48.83%),44 (51.16%),101.88 USD,-102.30 USD,"1 853.34 USD
 (31 458 pips)","-1 979.23 USD
 (26 968 pips)",8 (324.94 USD),324.94 USD (8),-0.01,70.27%,19.94%,4 hours ago,32.0,12 hours,-0.31,45 (52.33%),41 (47.67%),0.94,-1.46 USD,44.13 USD,-44.98 USD,5 (-307.82 USD),-307.82 USD (5),-12.59%,,90%,135.15 USD,412.38 USD (32.29%),32.29% (412.38 USD),11.80% (139.40 USD)
0,1596155,115,63 (54.78%),52 (45.22%),129.28 EUR,-159.07 EUR,"1 384.58 EUR
 (59 854 pips)","-1 786.08 EUR
 (63 910 pips)",12 (307.23 EUR),307.23 EUR (12),-0.07,9.06%,101.92%,3 hours ago,14.0,1 hour,-0.53,46 (40.00%),69 (60.00%),0.78,-3.49 EUR,21.98 EUR,-34.35 EUR,13 (-397.46 EUR),-425.98 EUR (10),-11.16%,,36%,401.50 EUR,750.68 EUR (34.37%),19.46% (399.06 EUR),5.32% (96.46 EUR)
0,1624978,17,13 (76.47%),4 (23.53%),3 854.34 USD,-5 439.00 USD,"7 369.87 USD
 (2 126 pips)","-12 360.58 USD
 (1 509 pips)",6 (2 045.73 USD),4 642.68 USD (2),-0.14,41.70%,2.47%,1 day ago,6.0,11 hours,-0.66,10 (58.82%),7 (41.18%),0.6,-293.57 USD,566.91 USD,-3 090.15 USD,2 (-7 070.00 USD),-7 070.00 USD (2),-1.35%,,0%,7 574.91 USD,7 574.98 USD (2.05%),2.05% (7 574.98 USD),4.81% (17 444.00 USD)
0,1395011,333,171 (51.35%),162 (48.65%),1 417.40 USD,-3 798.62 USD,"24 171.26 USD
 (27 089 pips)","-24 870.58 USD
 (22 523 pips)",13 (3 156.84 USD),3 532.05 USD (11),0.01,25.20%,5.15%,26 days ago,0.0,5 hours,-0.07,167 (50.15%),166 (49.85%),0.97,-2.10 USD,141.35 USD,-153.52 USD,16 (-692.27 USD),-6 764.50 USD (7),-6.34%,-78.38%,25%,1 170.36 USD,9 738.34 USD (16.63%),16.63% (9 738.34 USD),8.95% (4 712.37 USD)
0,1641853,54,43 (79.62%),11 (20.37%),24.11 USD,-135.53 USD,"311.52 USD
 (1 968 pips)","-331.19 USD
 (1 528 pips)",14 (105.03 USD),105.03 USD (14),-0.0,26.83%,18.91%,11 hours ago,24.0,2 hours,-0.1,30 (55.56%),24 (44.44%),0.94,-0.36 USD,7.24 USD,-30.11 USD,2 (-168.29 USD),-168.29 USD (2),-1.59%,,100%,186.38 USD,206.97 USD (16.46%),16.46% (206.97 USD),11.38% (131.19 USD)
0,1648053,505,368 (72.87%),137 (27.13%),47.55 USD,-48.33 USD,"929.14 USD
 (288 620 pips)","-938.98 USD
 (269 854 pips)",23 (66.79 USD),66.79 USD (23),0.0,91.16%,106.75%,24 minutes ago,147.0,10 hours,-0.04,117 (23.17%),388 (76.83%),0.99,-0.02 USD,2.52 USD,-6.85 USD,10 (-193.19 USD),-193.19 USD (10),0.68%,,32%,139.62 USD,258.27 USD (23.09%),23.51% (258.27 USD),21.77% (225.95 USD)
0,1631502,48,27 (56.25%),21 (43.75%),0.89 USD,-1.77 USD,"9.23 USD
 (1 142 pips)","-13.53 USD
 (1 446 pips)",9 (3.18 USD),3.18 USD (9),-0.13,12.73%,8.29%,10 hours ago,17.0,2 hours,-0.6,18 (37.50%),30 (62.50%),0.68,-0.09 USD,0.34 USD,-0.64 USD,3 (-2.84 USD),-2.84 USD (3),-1.92%,,93%,5.59 USD,7.22 USD (7.79%),3.23% (6.29 USD),2.74% (6.25 USD)
0,1638319,45,23 (51.11%),22 (48.89%),2 602.00 JPY,-1 851.00 JPY,"27 846.00 JPY
 (1 728 pips)","-30 279.00 JPY
 (1 874 pips)",3 (3 064.00 JPY),3 806.00 JPY (2),-0.03,12.77%,57.09%,5 days ago,16.0,40 minutes,-0.32,24 (53.33%),21 (46.67%),0.92,-54.07 JPY,1 210.70 JPY,-1 376.32 JPY,4 (-6 051.00 JPY),-6 051.00 JPY (4),-2.03%,,100%,5 195.00 JPY,7 488.00 JPY (6.12%),6.12% (7 488.00 JPY),1.30% (1 538.00 JPY)
0,1579781,64,37 (57.81%),27 (42.19%),37.89 USD,-36.93 USD,"678.12 USD
 (21 523 pips)","-647.27 USD
 (24 365 pips)",8 (165.84 USD),165.84 USD (8),0.02,61.08%,10.92%,20 hours ago,16.0,1 day,0.14,24 (37.50%),40 (62.50%),1.05,0.48 USD,18.33 USD,-23.97 USD,8 (-195.01 USD),-195.01 USD (8),-4.25%,,73%,18.31 USD,216.29 USD (4.12%),7.15% (195.01 USD),2.85% (77.58 USD)
0,1217711,721,272 (37.72%),449 (62.27%),15 160.00 RUR,-8 973.60 RUR,"452 641.54 RUR
 (139 828 pips)","-462 693.63 RUR
 (164 453 pips)",15 (11 332.93 RUR),26 172.00 RUR (6),0.0,19.57%,77.29%,4 minutes ago,16.0,7 hours,-0.12,365 (50.62%),356 (49.38%),0.98,-13.94 RUR,1 664.12 RUR,-1 030.50 RUR,15 (-16 124.97 RUR),-17 222.80 RUR (11),6.45%,76.00%,30%,83 791.28 RUR,84 647.30 RUR (29.66%),29.67% (84 647.30 RUR),6.15% (13 894.00 RUR)
0,1558225,129,86 (66.66%),43 (33.33%),47.98 MBT,-194.76 MBT,"1 332.17 MBT
 (136 021 pips)","-1 911.40 MBT
 (99 886 pips)",17 (70.87 MBT),241.01 MBT (9),-0.09,94.25%,2.28%,14 days ago,0.0,1 day,-0.68,70 (54.26%),59 (45.74%),0.7,-4.49 MBT,15.49 MBT,-44.45 MBT,6 (-16.00 MBT),-265.84 MBT (2),-7.30%,,100%,579.23 MBT,846.61 MBT (84.74%),13.41% (846.61 MBT),6.28% (376.19 MBT)
0,1397708,299,130 (43.47%),169 (56.52%),1 226.49 EUR,-718.93 EUR,"7 304.14 EUR
 (465 109 pips)","-7 416.85 EUR
 (433 419 pips)",5 (72.28 EUR),1 241.46 EUR (2),0.03,91.99%,5.72%,7 days ago,3.0,2 days,-0.08,150 (50.17%),149 (49.83%),0.98,-0.38 EUR,56.19 EUR,-43.89 EUR,7 (-1 211.07 EUR),-1 211.07 EUR (7),8.69%,107.73%,0%,886.02 EUR,1 398.02 EUR (53.54%),22.43% (1 398.02 EUR),21.53% (1 019.46 EUR)
0,1603194,428,278 (64.95%),150 (35.05%),5.63 AUD,-13.16 AUD,"470.48 AUD
 (8 767 pips)","-501.14 AUD
 (7 232 pips)",61 (108.94 AUD),108.94 AUD (61),0.01,11.63%,76.99%,13 hours ago,53.0,12 hours,-0.13,190 (44.39%),238 (55.61%),0.94,-0.07 AUD,1.69 AUD,-3.34 AUD,36 (-136.83 AUD),-136.83 AUD (36),-13.38%,,100%,115.86 AUD,238.28 AUD (45.61%),36.41% (217.85 AUD),38.23% (253.49 AUD)
0,1568719,26,17 (65.38%),9 (34.62%),4.44 USD,-19.95 USD,"30.77 USD
 (1 559 pips)","-44.24 USD
 (1 175 pips)",8 (17.59 USD),17.59 USD (8),-0.08,6.80%,5.63%,13 hours ago,5.0,9 hours,-0.36,19 (73.08%),7 (26.92%),0.7,-0.52 USD,1.81 USD,-4.92 USD,4 (-5.84 USD),-25.43 USD (2),1.41%,,100%,29.95 USD,37.70 USD (7.42%),7.40% (37.59 USD),4.43% (22.23 USD)
0,1471247,121,84 (69.42%),37 (30.58%),53.66 GBP,-70.79 GBP,"1 533.20 GBP
 (15 450 pips)","-1 527.11 GBP
 (14 376 pips)",11 (281.92 GBP),281.92 GBP (11),0.03,25.37%,10.02%,4 hours ago,3.0,6 hours,0.02,92 (76.03%),29 (23.97%),1.0,0.05 GBP,18.25 GBP,-41.27 GBP,3 (-175.37 GBP),-175.37 GBP (3),9.30%,112.81%,100%,117.07 GBP,294.25 GBP (23.59%),31.76% (294.11 GBP),9.05% (96.20 GBP)
0,1568616,210,145 (69.04%),65 (30.95%),60.32 USD,-253.00 USD,"1 057.70 USD
 (40 927 pips)","-1 170.24 USD
 (37 497 pips)",25 (351.13 USD),351.13 USD (25),-0.02,94.63%,4.49%,41 minutes ago,63.0,23 hours,-0.13,109 (51.90%),101 (48.10%),0.9,-0.54 USD,7.29 USD,-18.00 USD,4 (-13.19 USD),-446.71 USD (3),-3.50%,,99%,171.26 USD,865.41 USD (18.40%),18.40% (865.41 USD),25.55% (1 057.50 USD)
0,1417023,1 393,838 (60.15%),555 (39.84%),1 114.01 AUD,-747.89 AUD,"43 388.69 AUD
 (2 984 466 pips)","-39 843.48 AUD
 (1 008 174 pips)",21 (699.39 AUD),1 485.18 AUD (2),0.04,71.08%,104.98%,5 hours ago,20.0,4 hours,1.04,555 (39.84%),838 (60.16%),1.09,2.55 AUD,51.78 AUD,-71.79 AUD,14 (-414.51 AUD),-1 264.01 AUD (8),5.32%,64.56%,0%,288.06 AUD,3 401.44 AUD (29.08%),72.62% (3 400.57 AUD),21.52% (1 295.45 AUD)
0,1582833,91,43 (47.25%),48 (52.75%),12.29 USD,-7.45 USD,"128.66 USD
 (42 387 pips)","-190.91 USD
 (43 798 pips)",5 (18.42 USD),22.42 USD (3),-0.16,4.61%,2.53%,21 hours ago,35.0,36 minutes,-0.95,48 (52.75%),43 (47.25%),0.67,-0.68 USD,2.99 USD,-3.98 USD,8 (-31.00 USD),-31.00 USD (8),-1.79%,,76%,65.41 USD,65.80 USD (3.29%),3.17% (65.80 USD),0.25% (5.57 USD)
0,1472283,346,211 (60.98%),135 (39.02%),4.20 USD,-3.38 USD,"70.87 USD
 (5 182 pips)","-87.71 USD
 (5 138 pips)",17 (1.90 USD),4.68 USD (6),-0.05,1.49%,2.43%,22 days ago,0.0,9 minutes,-0.77,155 (44.80%),191 (55.20%),0.81,-0.05 USD,0.34 USD,-0.65 USD,10 (-9.00 USD),-9.00 USD (10),-3.62%,-43.89%,50%,16.84 USD,21.96 USD (4.10%),4.10% (21.96 USD),1.21% (6.50 USD)
0,1569221,69,65 (94.20%),4 (5.80%),1 110.90 USD,-4 201.93 USD,"13 919.38 USD
 (21 740 pips)","-14 565.00 USD
 (20 206 pips)",38 (9 605.71 USD),9 605.71 USD (38),0.01,70.10%,6.38%,12 days ago,0.0,21 hours,-0.08,35 (50.72%),34 (49.28%),0.96,-9.36 USD,214.14 USD,-3 641.25 USD,1 (-4 201.93 USD),-4 201.93 USD (1),-1.98%,-23.99%,100%,2 165.13 USD,8 035.80 USD (29.24%),29.24% (8 034.64 USD),14.61% (3 343.34 USD)
0,1620185,401,209 (52.11%),192 (47.88%),6.93 GBP,-6.73 GBP,"307.81 GBP
 (44 868 pips)","-321.13 GBP
 (44 580 pips)",9 (23.04 GBP),23.04 GBP (9),0.0,69.35%,8.51%,46 minutes ago,105.0,3 hours,-0.22,182 (45.39%),219 (54.61%),0.96,-0.03 GBP,1.47 GBP,-1.67 GBP,9 (-11.82 GBP),-15.70 GBP (7),-2.84%,,0%,61.56 GBP,61.56 GBP (22.97%),22.12% (61.41 GBP),8.99% (22.85 GBP)
0,1427091,9 540,7 114 (74.57%),2 426 (25.43%),9 346.50 USD,-6 054.75 USD,"106 296.21 USD
 (526 117 pips)","-105 796.30 USD
 (700 096 pips)",44 (4 633.13 USD),9 941.36 USD (5),0.0,90.45%,107.56%,7 minutes ago,284.0,6 hours,0.01,4 870 (51.05%),4 670 (48.95%),1.0,0.05 USD,14.94 USD,-43.61 USD,16 (-4 174.80 USD),-41 488.77 USD (9),1.91%,23.17%,99%,11 668.40 USD,46 682.60 USD (51.86%),50.53% (46 682.60 USD),88.52% (41 593.64 USD)
0,1656352,51,24 (47.05%),27 (52.94%),12.12 USD,-14.65 USD,"27.69 USD
 (1 747 pips)","-210.98 USD
 (17 923 pips)",13 (8.16 USD),13.28 USD (3),-0.65,99.08%,1.40%,18 hours ago,52.0,1 day,-0.97,39 (76.47%),12 (23.53%),0.13,-3.59 USD,1.15 USD,-7.81 USD,7 (-64.74 USD),-64.74 USD (7),-3.65%,,72%,183.29 USD,189.42 USD (3.78%),3.79% (189.54 USD),3.03% (148.93 USD)
0,1543980,619,405 (65.42%),214 (34.57%),212.77 EUR,-2 398.10 EUR,"10 758.42 EUR
 (524 899 pips)","-11 042.65 EUR
 (467 293 pips)",116 (1 839.35 EUR),1 839.35 EUR (116),0.01,100.00%,1.41%,12 hours ago,19.0,1 day,-0.06,304 (49.11%),315 (50.89%),0.97,-0.46 EUR,26.56 EUR,-51.60 EUR,8 (-283.97 EUR),-2 987.46 EUR (5),8.37%,104.15%,96%,1 035.00 EUR,4 969.50 EUR (46.66%),46.66% (4 970.00 EUR),2.26% (146.75 EUR)
0,1615000,143,79 (55.24%),64 (44.76%),19.22 USD,-20.44 USD,"309.03 USD
 (11 171 pips)","-319.94 USD
 (10 902 pips)",10 (37.29 USD),58.24 USD (6),-0.0,21.44%,30.44%,5 hours ago,26.0,2 hours,-0.1,66 (46.15%),77 (53.85%),0.97,-0.08 USD,3.91 USD,-5.00 USD,11 (-39.84 USD),-39.84 USD (11),-19.14%,,86%,15.93 USD,113.40 USD (37.49%),46.76% (113.40 USD),45.12% (121.69 USD)
0,1381502,120,102 (85.00%),18 (15.00%),20.54 EUR,-83.55 EUR,"904.19 EUR
 (43 727 pips)","-928.17 EUR
 (42 066 pips)",13 (141.41 EUR),141.41 EUR (13),0.01,38.39%,3.24%,5 hours ago,13.0,16 hours,-0.15,66 (55.00%),54 (45.00%),0.97,-0.20 EUR,8.86 EUR,-51.57 EUR,2 (-122.79 EUR),-122.79 EUR (2),-13.36%,-100.00%,100%,123.73 EUR,160.39 EUR (20.96%),20.96% (160.39 EUR),10.04% (76.87 EUR)
0,1584961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1538954,1 565,1 245 (79.55%),320 (20.45%),28.15 EUR,-58.22 EUR,"1 965.96 EUR
 (1 060 471 pips)","-2 016.60 EUR
 (777 822 pips)",42 (71.90 EUR),71.90 EUR (42),0.0,38.22%,124.33%,3 hours ago,391.0,13 hours,-0.1,741 (47.35%),824 (52.65%),0.97,-0.03 EUR,1.58 EUR,-6.30 EUR,8 (-33.64 EUR),-142.94 EUR (4),-24.51%,-100.00%,32%,170.73 EUR,494.28 EUR (63.90%),46.16% (494.26 EUR),13.58% (116.47 EUR)
0,1557495,199,102 (51.25%),97 (48.74%),2.78 USD,-3.38 USD,"94.42 USD
 (166 967 pips)","-103.29 USD
 (186 516 pips)",5 (4.46 USD),5.03 USD (3),-0.04,100.00%,9.27%,23 minutes ago,5.0,3 days,-0.37,86 (43.22%),113 (56.78%),0.91,-0.04 USD,0.93 USD,-1.06 USD,9 (-12.19 USD),-12.19 USD (9),-10.42%,-100.00%,0%,11.75 USD,23.80 USD (13.08%),13.08% (23.80 USD),4.53% (8.26 USD)
0,1656493,84,26 (30.95%),58 (69.05%),7.00 USD,-3.33 USD,"96.59 USD
 (284 452 pips)","-108.14 USD
 (191 853 pips)",4 (18.57 USD),18.57 USD (4),-0.04,84.07%,54.43%,14 minutes ago,87.0,2 hours,-0.25,51 (60.71%),33 (39.29%),0.89,-0.14 USD,3.72 USD,-1.86 USD,17 (-30.66 USD),-30.66 USD (17),-7.85%,,83%,13.48 USD,45.65 USD (25.20%),25.20% (45.65 USD),2.96% (4.59 USD)
0,1621757,143,78 (54.54%),65 (45.45%),67.81 USD,-66.38 USD,"694.12 USD
 (23 553 pips)","-829.73 USD
 (21 015 pips)",12 (240.08 USD),240.08 USD (12),-0.03,79.98%,24.88%,6 minutes ago,38.0,10 hours,-0.58,70 (48.95%),73 (51.05%),0.84,-0.95 USD,8.90 USD,-12.77 USD,11 (-66.22 USD),-191.39 USD (4),-6.42%,,95%,194.35 USD,233.14 USD (10.87%),10.83% (232.35 USD),5.91% (129.37 USD)
0,1656402,15,9 (60.00%),6 (40.00%),3.09 USD,-3.53 USD,"10.26 USD
 (10 680 pips)","-15.40 USD
 (14 342 pips)",4 (0.54 USD),4.39 USD (2),-0.13,2.78%,73.18%,21 hours ago,15.0,6 minutes,-0.52,10 (66.67%),5 (33.33%),0.67,-0.34 USD,1.14 USD,-2.57 USD,3 (-8.37 USD),-8.37 USD (3),-4.99%,,100%,9.48 USD,9.82 USD (9.50%),9.45% (9.77 USD),2.88% (2.89 USD)
0,1602552,39,36 (92.30%),3 (7.69%),229.50 USD,-1 515.00 USD,"3 607.59 USD
 (11 352 pips)","-4 109.38 USD
 (9 317 pips)",19 (1 752.81 USD),1 752.81 USD (19),0.01,51.47%,5.23%,6 hours ago,6.0,1 day,-0.2,17 (43.59%),22 (56.41%),0.88,-12.87 USD,100.21 USD,-1 369.79 USD,1 (-1 515.00 USD),-1 515.00 USD (1),-10.20%,,100%,1 459.70 USD,2 482.21 USD (22.52%),22.23% (2 446.30 USD),13.12% (1 442.50 USD)
0,1450894,155,53 (34.19%),102 (65.81%),68.49 USD,-30.98 USD,"1 129.68 USD
 (28 403 pips)","-1 134.83 USD
 (27 693 pips)",5 (120.70 USD),120.70 USD (5),0.06,36.05%,10.48%,16 hours ago,8.0,12 hours,-0.02,83 (53.55%),72 (46.45%),1.0,-0.03 USD,21.31 USD,-11.13 USD,12 (-141.18 USD),-141.18 USD (12),-70.87%,-100.00%,100%,7.54 USD,230.87 USD (70.87%),70.87% (230.87 USD),19.71% (25.72 USD)
0,1524160,139,114 (82.01%),25 (17.99%),142.54 USD,-168.84 USD,"2 985.85 USD
 (9 718 pips)","-1 216.18 USD
 (3 072 pips)",16 (161.06 USD),392.10 USD (12),0.32,,180.94%,2 days ago,5.0,3 hours,5.03,75 (53.96%),64 (46.04%),2.46,12.73 USD,26.19 USD,-48.65 USD,3 (-348.56 USD),-348.56 USD (3),113.99%,1 383.09%,91%,0.53 USD,352.10 USD (29.63%),90.65% (351.92 USD),75.36% (290.04 USD)
0,1653733,22,13 (59.09%),9 (40.91%),45.10 USD,-112.47 USD,"325.74 USD
 (3 766 pips)","-354.92 USD
 (2 040 pips)",4 (112.88 USD),112.88 USD (4),0.03,56.72%,98.63%,11 hours ago,22.0,7 hours,-0.14,16 (72.73%),6 (27.27%),0.92,-1.33 USD,25.06 USD,-39.44 USD,3 (-198.49 USD),-198.49 USD (3),-5.32%,,77%,141.96 USD,211.80 USD (35.32%),34.69% (208.32 USD),33.27% (129.03 USD)
0,1576325,166,52 (31.32%),114 (68.67%),99.90 USD,-25.15 USD,"1 293.61 USD
 (138 778 pips)","-1 366.53 USD
 (77 498 pips)",5 (141.71 USD),141.71 USD (5),-0.0,77.33%,7.91%,2 minutes ago,24.0,11 hours,-0.19,71 (42.77%),95 (57.23%),0.95,-0.44 USD,24.88 USD,-11.99 USD,9 (-118.56 USD),-118.56 USD (9),-9.70%,,0%,119.10 USD,388.04 USD (30.58%),30.53% (387.62 USD),3.76% (39.40 USD)
0,1581398,63,24 (38.09%),39 (61.90%),109.66 USD,-49.03 USD,"709.38 USD
 (215 035 pips)","-991.28 USD
 (598 844 pips)",4 (68.35 USD),161.85 USD (3),-0.13,95.26%,1.93%,2 hours ago,8.0,3 days,-0.83,37 (58.73%),26 (41.27%),0.72,-4.47 USD,29.56 USD,-25.42 USD,6 (-172.90 USD),-172.90 USD (6),-1.56%,,93%,341.44 USD,341.44 USD (6.86%),7.01% (349.36 USD),1.97% (95.41 USD)
0,774220,403,292 (72.45%),111 (27.54%),13 424.26 USD,-23 145.76 USD,"178 011.89 USD
 (429 472 pips)","-208 444.69 USD
 (651 048 pips)",59 (27 046.11 USD),27 046.11 USD (59),-0.03,100.00%,1.13%,19 days ago,0.0,82 days,-0.23,177 (43.92%),226 (56.08%),0.85,-75.52 USD,609.63 USD,-1 877.88 USD,38 (-90 614.07 USD),-90 614.07 USD (38),-12.40%,-100.00%,86%,48 525.74 USD,131 583.74 USD (21.47%),21.47% (131 583.74 USD),22.37% (127 563.53 USD)
0,1542648,85,77 (90.58%),8 (9.41%),12.16 USD,-61.56 USD,"286.43 USD
 (15 383 pips)","-314.91 USD
 (15 106 pips)",28 (116.28 USD),116.28 USD (28),-0.0,52.68%,14.33%,11 hours ago,10.0,15 hours,-0.26,47 (55.29%),38 (44.71%),0.91,-0.34 USD,3.72 USD,-39.36 USD,1 (-61.56 USD),-61.56 USD (1),-9.07%,,98%,58.31 USD,108.07 USD (19.19%),19.90% (108.10 USD),18.42% (98.90 USD)
