Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2022.08.11 15:45:02;Sell;0.01;NZDCAD;0.82304;2022.08.15 11:57:17;0.82014;-0.06;;1.87
2022.08.15 11:41:27;Sell;0.03;EURUSD;1.02225;2022.08.15 11:49:15;1.02097;-0.16;;3.18
2022.08.10 15:45:04;Sell;0.01;NZDCAD;0.81972;2022.08.15 10:05:12;0.81986;-0.06;-0.01;-0.09
2022.08.10 15:45:03;Sell;0.01;NZDCAD;0.81996;2022.08.15 10:04:03;0.82006;-0.06;-0.01;-0.06
2022.08.11 15:45:04;Sell;0.01;NZDCAD;0.82293;2022.08.15 08:15:01;0.82126;-0.06;;1.08
2022.08.12 10:26:06;Sell;0.03;EURUSD;1.03;2022.08.12 10:49:40;1.02922;-0.16;;1.92
2022.08.11 10:21:06;Buy;0.03;EURUSD;1.03245;2022.08.11 11:58:17;1.03379;-0.16;;3.2800000000000002
2022.08.10 11:42:45;Buy;0.03;EURUSD;1.02237;2022.08.10 12:31:15;1.02302;-0.16;;1.6099999999999999
2022.08.09 11:00:52;Buy;0.03;EURUSD;1.02159;2022.08.09 11:06:29;1.02234;-0.16;;1.8599999999999999
2022.08.08 10:31:55;Buy;0.03;EURUSD;1.01976;2022.08.08 10:38:05;1.02019;-0.16;;1.07
2022.08.05 15:30:04;Sell;0.03;EURUSD;1.02108;2022.08.05 15:30:10;1.02034;-0.16;;1.83
2022.08.03 16:14:55;Buy;0.06;EURUSD;1.0176;2022.08.04 11:59:00;1.01939;-0.3;-1.15;8.83
2022.08.03 16:14:53;Buy;0.06;EURUSD;1.01767;2022.08.04 11:58:59;1.01935;-0.3;-1.15;8.29
2022.08.03 14:29:10;Buy;0.03;EURUSD;1.02063;2022.08.04 11:58:58;1.01936;-0.16;-0.57;-3.13
2022.08.04 10:06:36;Buy;0.03;EURUSD;1.01824;2022.08.04 11:55:29;1.01894;-0.16;;1.73
2022.08.03 17:09:19;Sell;0.03;EURUSD;1.01381;2022.08.03 18:06:44;1.01232;-0.16;;3.69
2022.08.01 11:33:55;Buy;0.03;EURUSD;1.02504;2022.08.01 11:38:16;1.02639;-0.16;;3.31
2022.07.29 13:34:56;Buy;0.01;EURUSD;1.02197;2022.07.29 13:41:52;1.02302;-0.06;;0.86
2022.07.29 11:22:27;Sell;0.01;AUDNZD;1.11111;2022.07.29 11:47:42;1.11054;-0.06;;0.3
2022.07.27 15:52:11;Buy;0.05;EURUSD;1.01424;2022.07.27 21:36:46;1.01592;-0.26;;6.96
2022.07.27 14:11:25;Buy;0.02;EURUSD;1.01714;2022.07.27 21:36:46;1.01592;-0.1;;-2.02
2022.07.26 12:18:17;Sell;0.02;EURUSD;1.01995;2022.07.26 12:23:30;1.01863;-0.1;;2.2
2022.07.25 12:05:13;Buy;0.02;EURUSD;1.02305;2022.07.25 12:10:26;1.02429;-0.1;;2.06
2022.07.22 10:30:06;Sell;0.02;EURUSD;1.01632;2022.07.22 10:33:50;1.01492;-0.1;;2.34
2022.07.20 13:33:53;Sell;0.02;EURUSD;1.02127;2022.07.20 13:37:25;1.02031;-0.1;;1.6
2022.07.20 10:06:32;Buy;0.02;EURUSD;1.02501;2022.07.20 10:22:09;1.02691;-0.1;;3.16
2022.07.19 10:12:11;Buy;0.02;EURUSD;1.01819;2022.07.19 10:30:24;1.02;-0.1;;3.02
2022.07.18 10:08:38;Buy;0.02;EURUSD;1.01286;2022.07.18 10:08:47;1.01352;-0.1;;1.11
2022.07.15 13:43:42;Buy;0.02;EURUSD;1.00502;2022.07.15 14:31:21;1.00615;-0.1;;1.9100000000000001
2022.07.13 11:00:58;Sell;0.05;EURUSD;1.00414;2022.07.13 15:30:09;1.00225;-0.26;;7.95
2022.07.13 10:24:57;Sell;0.02;EURUSD;1.00122;2022.07.13 15:30:09;1.00225;-0.1;;-1.73
