Time;Type;Volume;Symbol;Price;Time;Price;Commission;Swap;Profit
2022.08.16 08:25:57;Balance;;;;;;;;0.04
2022.08.09 08:21:42;Balance;;;;;;;;0.04
2022.08.05 08:28:54;Balance;;;;;;;;0.03
2022.08.02 08:27:17;Balance;;;;;;;;0.11
2022.07.28 12:41:18;Buy;0.01;EURNZD;1.62146;2022.08.01 17:20:16;1.6188;;-0.14;-1.69
2022.07.22 10:33:48;Buy;0.01;EURCAD;1.30793;2022.08.01 17:20:16;1.3152300000000001;;-0.81;5.6899999999999995
2022.07.20 15:04:03;Buy;0.01;GBPCAD;1.54161;2022.08.01 17:20:16;1.57073;;-0.72;22.72
2022.07.29 08:33:39;Balance;;;;;;;;0.03
2022.07.23 08:26:22;Balance;;;;;;;;0.04
2022.07.21 08:23:42;Balance;;;;;;;;0.04
2022.07.15 08:34:06;Balance;;;;;;;;0.11
2022.06.28 12:07:01;Buy;0.01;USDJPY;135.759;2022.07.14 11:01:40;139.175;;-0.03;24.54
2022.07.13 15:34:48;Buy;0.01;EURCHF;0.98127;2022.07.14 11:01:39;0.98804;;-0.11;6.88
2022.07.05 20:13:05;Buy;0.01;GBPUSD;1.19209;2022.07.14 11:01:39;1.18637;;-0.55;-5.72
2022.07.14 08:31:47;Balance;;;;;;;;0.04
2022.07.06 08:37:57;Balance;;;;;;;;0.03
2022.06.29 08:28:21;Balance;;;;;;;;0.03
2022.06.11 08:35:50;Balance;;;;;;;;0.06
2022.06.07 21:09:23;Buy;0.01;USDCAD;1.2534399999999999;2022.06.10 11:53:48;1.27142;;-0.06;14.14
2022.06.06 20:01:01;Buy;0.01;USDCAD;1.25748;2022.06.10 11:53:48;1.27142;;-0.07;10.96
2022.06.08 08:34:12;Balance;;;;;;;;0.03
2022.06.07 08:26:04;Balance;;;;;;;;0.32
2022.06.02 13:00:02;Buy;0.01;EURCHF;1.02676;2022.06.06 17:17:43;1.0339;;-0.04;7.39
2022.06.02 01:00:02;Buy;0.01;EURCHF;1.02789;2022.06.06 17:17:43;1.034;;-0.04;6.32
2022.06.06 08:01:04;Buy;0.01;GBPCHF;1.20228;2022.06.06 17:17:42;1.2114099999999999;;;9.45
2022.06.06 04:01:01;Buy;0.01;EURCHF;1.03189;2022.06.06 17:17:42;1.03388;;;2.06
2022.06.03 08:23:27;Balance;;;;;;;;0.09
2022.06.02 08:34:54;Balance;;;;;;;;0.4
2022.05.23 04:01:01;Buy;0.01;NZDJPY;82.334;2022.06.01 10:10:48;84.157;;-0.07;14.08
2022.05.19 20:01:02;Buy;0.01;EURNZD;1.65648;2022.06.01 10:10:48;1.65064;;-0.78;-3.8
2022.05.17 21:36:41;Buy;0.01;CADCHF;0.77486;2022.06.01 10:10:48;0.7577;;0.02;-17.89
2022.05.31 20:01:01;Buy;0.01;EURCHF;1.02884;2022.06.01 10:10:47;1.02974;;-0.02;0.94
2022.05.30 04:01:02;Buy;0.01;USDJPY;127.11;2022.06.01 10:10:47;129.421;;-0.04;17.86
2022.05.23 16:01:02;Buy;0.01;AUDJPY;90.816;2022.06.01 10:10:47;92.984;;-0.09;16.75
