Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.08.12 13:13:41;Buy;0.20;USDJPY;133.495;133.506;133.664;2022.08.12 13:41:16;133.508;-1.10;;1.95;[sl]
2022.08.12 03:26:16;Buy;0.20;USDJPY;133.308;133.226;133.482;2022.08.12 04:04:37;133.221;-1.10;;-13.06;[sl]
2022.08.11 15:23:04;Sell;0.20;USDJPY;132.007;132.174;131.858;2022.08.11 15:31:10;131.853;-1.10;;23.36;[tp]
2022.08.10 17:03:51;Sell;0.20;USDJPY;132.266;133.480;132.110;2022.08.10 17:23:34;132.308;-1.10;;-6.35;
2022.08.10 17:01:34;Sell;0.20;USDJPY;132.503;133.722;132.352;2022.08.10 17:02:23;132.352;-1.10;;22.82;[tp]
2022.08.10 17:01:34;Sell;0.20;USDJPY;132.503;133.722;132.352;2022.08.10 17:02:23;132.352;-1.10;;22.82;[tp]
2022.08.10 15:31:21;Sell;0.20;USDJPY;132.839;134.038;132.668;2022.08.10 16:08:32;133.110;-1.10;;-40.72;
2022.08.10 15:30:04;Sell;0.20;USDJPY;133.545;135.554;134.184;2022.08.10 15:30:08;133.637;-1.10;;-13.77;[tp]
2022.08.09 09:22:21;Buy;0.20;USDJPY;135.115;135.044;135.281;2022.08.09 09:35:20;135.045;-1.10;;-10.37;[sl]
2022.08.08 03:28:32;Buy;0.20;USDJPY;135.510;135.298;135.669;2022.08.08 04:00:07;135.298;-1.10;;-31.34;[sl]
2022.08.05 15:47:04;Buy;0.20;USDJPY;134.679;133.692;134.847;2022.08.05 15:55:51;134.856;-1.10;;26.25;[tp]
2022.08.05 15:45:09;Buy;0.20;USDJPY;134.609;133.397;134.767;2022.08.05 15:47:19;134.770;-1.10;;23.89;[tp]
2022.08.05 15:45:08;Buy;0.20;USDJPY;134.586;133.361;134.716;2022.08.05 15:47:07;134.747;-1.10;;23.90;[tp]
2022.08.05 15:45:08;Buy;0.20;USDJPY;134.586;133.361;134.716;2022.08.05 15:47:07;134.747;-1.10;;23.90;[tp]
2022.08.05 15:32:57;Buy;0.20;USDJPY;134.434;133.361;134.589;2022.08.05 15:45:09;134.608;-1.10;;25.85;[tp]
2022.08.04 15:14:44;Sell;0.20;USDJPY;133.391;133.736;133.250;2022.08.04 15:35:09;133.246;-1.10;;21.76;[tp]
2022.08.03 17:00:01;Buy;0.20;USDJPY;134.012;133.520;134.067;2022.08.03 17:00:59;134.068;-1.10;;8.35;[tp]
2022.08.02 01:40:07;Sell;0.20;USDJPY;131.496;131.705;131.324;2022.08.02 01:48:11;131.705;-1.10;;-31.74;[sl]
