Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.07.29 16:00:00;Sell;0.01;EURUSD;1.01768;1.01636;1.01467;2022.07.29 16:05:03;1.01636;;;1.32;[sl]
2022.07.28 14:00:00;Sell;0.01;EURUSD;1.01333;1.01223;1.01033;2022.07.28 14:53:32;1.01223;;;1.10;[sl]
2022.07.27 14:00:00;Buy;0.01;EURUSD;1.01539;1.01652;1.01838;2022.07.27 14:15:38;1.01652;;;1.13;[sl]
2022.07.22 17:00:00;Buy;0.01;EURUSD;1.02342;1.02412;1.02642;2022.07.22 17:04:10;1.02412;;;0.70;[sl]
2022.07.20 14:00:01;Sell;0.01;EURUSD;1.01973;1.01908;1.01673;2022.07.20 14:45:31;1.01908;;;0.65;[sl]
2022.07.13 16:00:00;Sell;0.01;EURUSD;1.00199;;0.99899;2022.07.13 16:01:14;1.00122;;;0.77;
2022.07.12 16:00:00;Buy;0.01;EURUSD;1.00538;1.00300;1.00838;2022.07.12 17:41:20;1.00546;;;0.08;
2022.07.01 14:00:00;Sell;0.01;EURUSD;1.04504;1.04383;1.04204;2022.07.01 15:00:02;1.04383;;;1.21;[sl]
2022.06.28 16:00:00;Sell;0.01;GBPUSD;1.22128;1.22097;1.21828;2022.06.28 17:14:06;1.22097;;;0.31;[sl]
2022.06.28 15:00:00;Sell;0.01;EURUSD;1.05688;1.05543;1.05390;2022.06.28 15:20:58;1.05543;;;1.45;[sl]
2022.06.24 11:30:01;Buy;0.01;USDCHF;0.96242;;0.95966;2022.06.24 19:50:49;0.95826;;;-4.34;
2022.06.24 13:30:00;Buy;0.02;USDCHF;0.95678;;0.95966;2022.06.24 19:50:48;0.95826;;;3.09;
2022.06.24 17:30:00;Sell;0.02;GBPUSD;1.23104;1.22877;1.22812;2022.06.24 17:54:59;1.22877;;;4.54;[sl]
2022.06.24 11:30:00;Sell;0.01;GBPUSD;1.22528;1.22877;1.22812;2022.06.24 17:54:59;1.22877;;;-3.49;[sl]
2022.06.24 12:30:00;Buy;0.01;GBPUSD;1.23010;1.23041;1.23110;2022.06.24 12:47:07;1.23040;;;0.30;[sl]
2022.06.24 12:00:00;Sell;0.01;USDCHF;0.95972;;0.95872;2022.06.24 12:09:35;0.95872;;;1.04;[tp]
