Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.08.01 13:58:52;Buy;0.22;EURCHF!;0.97435;0.96972;;2022.08.11 06:44:39;0.96966;;-4.60;-109.52;[sl]
2022.08.03 16:30:00;Buy;0.19;NZDCHF!;0.60173;0.59526;;2022.08.10 12:31:14;0.59521;;1.39;-131.47;[sl]
2022.08.03 16:29:43;Buy;0.01;NZDCHF!;0.60179;0.59526;;2022.08.10 12:31:14;0.59521;;0.07;-6.98;[sl]
2022.08.09 11:17:39;Buy;0.18;CADJPY!;104.975;104.174;;2022.08.10 12:30:03;103.865;;0.40;-149.37;[sl]
2022.08.07 23:58:41;Sell;0.08;XAUUSD!;1 774.19;1 789.34;;2022.08.08 14:36:13;1 789.44;;;-122.00;[sl]
2022.08.01 00:00:16;Sell;0.10;GBPJPY!;162.258;162.233;;2022.08.02 08:14:45;159.776;;-0.91;189.51;
2022.07.31 23:59:29;Sell;0.11;AUDJPY!;92.952;92.940;91.000;2022.08.02 05:19:31;90.993;;-0.67;164.95;[tp]
2022.07.14 23:28:52;Buy;0.20;NZDUSD!;0.61310;0.61330;;2022.07.28 00:04:47;0.62569;;-4.40;251.80;
2022.07.05 15:24:43;Sell;0.10;EURNZD!;1.66947;1.66890;;2022.07.26 17:01:40;1.62440;;6.00;281.08;
2022.07.05 18:29:57;Sell;0.07;CHFJPY!;140.074;142.073;136.691;2022.07.17 21:10:47;142.252;;-1.31;-109.96;[sl]
2022.07.11 14:33:40;Buy;0.22;NZDUSD!;0.61156;0.60630;;2022.07.14 13:45:14;0.60629;;-1.32;-115.94;[sl]
2022.07.10 21:23:09;Buy;0.15;NZDUSD!;0.61916;0.61181;0.69667;2022.07.11 12:36:00;0.61181;;;-110.25;[sl]
2022.07.10 21:23:41;Buy;0.16;AUDUSD!;0.68535;0.67844;0.70013;2022.07.11 10:01:17;0.67844;;;-110.56;[sl]
2022.07.05 11:23:42;Sell;0.30;EURGBP!;0.85823;0.85800;;2022.07.07 10:40:16;0.84949;;0.72;314.71;
2022.07.04 13:38:24;Sell;0.26;NZDJPY!;84.409;84.964;;2022.07.05 09:14:43;83.708;;-1.34;134.25;
2022.06.28 15:39:04;Sell;0.30;AUDJPY!;94.233;94.200;91.958;2022.07.01 03:44:06;92.490;;-5.29;386.86;
2022.06.28 14:12:10;Sell;0.30;EURUSD!;1.05221;1.05203;;2022.06.29 17:00:52;1.04461;;0.60;228.00;
2022.06.28 13:43:11;Balance;;;;;;;;;;9 800.00;Deposit
2022.06.19 13:21:58;Balance;;;;;;;;;;-9 800.00;
2022.06.15 13:58:03;Sell;0.20;USDJPY!;134.554;134.487;130.238;2022.06.17 02:43:39;134.512;;-3.45;6.24;[sl]
2022.06.03 16:02:38;Sell;0.10;NZDCHF!;0.62650;0.62569;0.61156;2022.06.15 13:19:52;0.62571;;-8.58;7.89;[sl]
2022.06.14 14:25:17;Sell;0.31;USDJPY!;134.426;134.994;131.126;2022.06.14 15:51:29;134.994;;;-130.44;[sl]
2022.06.13 14:13:03;Sell;0.21;EURCAD!;1.34167;1.34805;1.33000;2022.06.14 07:19:05;1.34820;;0.33;-106.34;[sl]
2022.06.13 13:28:51;Sell;0.16;USDJPY!;133.943;134.797;132.478;2022.06.14 03:29:28;134.812;;-1.07;-103.14;[sl]
