Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.08.10 17:34:39;Buy;0.01;USDCHF;0.93980;0.93000;0.96000;2022.08.12 17:30:25;0.94340;;0.19;3.82;
2022.08.05 15:32:50;Sell;0.01;USDCAD;1.29408;1.29600;1.29000;2022.08.05 15:56:21;1.29606;;;-1.53;[sl]
2022.08.02 03:39:12;Sell;0.01;EURUSD;1.02870;1.03150;1.01500;2022.08.02 10:14:11;1.02367;;;5.03;
2022.07.29 06:53:49;Buy;0.01;USDCHF;0.95200;0.94800;0.95700;2022.07.29 15:51:21;0.95608;;;4.27;
2022.07.18 06:32:00;Sell;0.01;CHFJPY;142.002;144.000;;2022.07.22 17:19:27;141.258;;-0.06;5.48;
2022.07.21 04:04:18;Buy;0.01;XAUUSD;1 690.49;1 674.00;;2022.07.21 17:19:10;1 705.27;;;14.78;
2022.07.20 21:10:54;Buy;0.01;XAUUSD;1 700.10;1 695.00;1 730.00;2022.07.20 23:00:29;1 693.71;;;-6.39;[sl]
2022.07.20 13:39:56;Buy;0.01;EURGBP;0.85100;0.85000;0.85300;2022.07.20 14:51:23;0.85001;;;-1.18;[sl]
2022.07.20 12:21:24;Sell;0.01;GBPUSD;1.20283;1.20600;1.19900;2022.07.20 13:35:48;1.19889;;;3.94;[tp]
2022.07.20 05:44:44;Sell;0.01;GBPUSD;1.20282;1.20600;1.19900;2022.07.20 09:28:15;1.20011;;;2.71;
2022.07.20 05:46:59;Sell;0.01;GBPUSD;1.20285;1.20600;1.19900;2022.07.20 09:28:11;1.20010;;;2.75;
2022.07.14 07:45:46;Sell;0.01;CHFJPY;140.749;142.300;;2022.07.19 16:06:05;142.304;;-0.03;-11.30;[sl]
2022.07.12 04:11:08;Buy;0.01;EURUSD;1.00187;0.98000;;2022.07.13 16:37:11;1.00239;;-0.06;0.52;
2022.07.12 07:22:46;Buy;0.02;EURUSD;1.00147;;;2022.07.13 16:37:07;1.00231;;-0.12;1.68;
2022.07.12 11:14:42;Buy;0.01;GBPUSD;1.18198;1.17800;;2022.07.13 16:36:51;1.18655;;-0.03;4.57;
2022.07.12 04:11:08;Buy;0.01;XAUUSD;1 725.41;1 719.00;;2022.07.13 15:33:06;1 718.89;;-0.06;-6.52;[sl]
2022.07.13 09:54:10;Balance;;;;;;;;;;-450.00;
2022.07.11 14:50:16;Buy;0.03;EURCHF;0.98996;0.98500;;2022.07.12 04:15:37;0.98495;;-0.07;-15.28;[sl]
2022.06.20 10:39:19;Sell Limit;0.02;EURCHF;1.05000;1.05500;1.03000;2022.07.11 23:17:57;0.98678;;;;cancelled
2022.06.20 10:38:30;Sell Limit;0.02;EURCHF;1.03990;1.05500;1.02500;2022.07.11 23:17:54;0.98679;;;;cancelled
2022.07.04 10:10:26;Sell Limit;0.03;CHFJPY;143.695;144.000;;2022.07.11 23:17:50;139.858;;;;cancelled
2022.07.11 14:47:35;Buy;0.02;EURUSD;1.00900;1.00500;;2022.07.11 22:22:28;1.00500;;;-8.00;[sl]
2022.07.11 12:31:07;Buy;0.01;AUDCAD;0.88365;0.87500;;2022.07.11 18:03:26;0.87500;;;-6.65;[sl]
2022.05.11 09:22:24;Sell Limit;0.03;AUDCAD;0.91500;0.92000;0.90000;2022.07.11 11:42:46;0.88411;;;;cancelled
2022.06.20 10:26:41;Sell Limit;0.02;AUDCAD;0.91140;0.91600;0.90000;2022.07.11 11:42:43;0.88414;;;;cancelled
2022.07.05 14:18:18;Buy;0.01;GBPUSD;1.19992;1.14300;;2022.07.08 21:29:21;1.20257;;-0.15;2.65;
2022.07.07 13:06:29;Buy;0.02;EURGBP;0.85008;0.84750;0.86000;2022.07.07 17:55:18;0.84750;;;-6.20;[sl]
2022.07.06 14:33:55;Buy;0.01;GBPUSD;1.19020;;;2022.07.07 06:59:10;1.19453;;-0.09;4.33;
2022.07.05 17:47:40;Sell;0.02;USDCAD;1.30503;1.31000;1.29515;2022.07.06 10:59:14;1.30235;;-0.03;4.12;
2022.06.20 14:45:06;Sell;0.01;CHFJPY;139.994;;;2022.07.06 04:36:33;139.720;;-0.06;2.03;
2022.06.20 14:43:42;Sell;0.02;CHFJPY;139.989;;115.000;2022.07.06 04:36:30;139.723;;-0.06;3.93;
2022.06.20 14:42:40;Sell;0.03;CHFJPY;139.965;;115.000;2022.07.06 04:36:26;139.707;;-0.09;5.73;
