Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.08.12 20:15:00;Buy;0.02;EURCHFp;0.96648;;;2022.08.12 20:56:57;0.96681;-0.18;;0.98;
2022.08.12 19:45:00;Buy;0.02;EURJPYp;137.007;;;2022.08.12 20:15:04;137.064;-0.13;;1.20;
2022.08.12 16:15:00;Buy;0.02;EURCHFp;0.96784;;;2022.08.12 16:27:35;0.96816;-0.18;;0.96;
2022.08.12 15:00:00;Sell;0.02;EURJPYp;137.543;;;2022.08.12 15:10:37;137.495;-0.13;;1.01;
2022.08.12 12:00:00;Buy;0.02;EURAUDp;1.44716;;;2022.08.12 12:07:40;1.44777;-0.12;;1.22;
2022.08.11 16:15:00;Buy;0.02;EURJPYp;136.627;;;2022.08.11 16:23:44;136.679;-0.13;;1.11;
2022.08.11 13:30:03;Sell;0.02;EURUSDp;1.03353;;;2022.08.11 14:56:25;1.03244;-0.17;;3.07;
2022.08.11 11:30:00;Sell;0.02;EURUSDp;1.03225;;;2022.08.11 14:56:25;1.03244;-0.17;;-0.53;
2022.08.11 14:15:00;Sell;0.02;EURCHFp;0.97262;;;2022.08.11 14:27:23;0.97228;-0.18;;1.02;
2022.08.10 18:45:00;Sell;0.02;EURUSDp;1.03321;;;2022.08.11 04:29:48;1.02897;-0.17;0.10;11.98;
2022.08.10 16:15:00;Sell;0.02;EURUSDp;1.03104;;;2022.08.11 04:29:48;1.02897;-0.17;0.10;5.85;
2022.08.10 14:15:00;Sell;0.02;EURUSDp;1.02382;;;2022.08.11 04:29:48;1.02897;-0.17;0.10;-14.56;
2022.08.10 17:34:40;Sell;0.02;EURUSDp;1.03512;;;2022.08.10 18:40:00;1.03344;-0.17;;4.74;
2022.08.09 17:00:00;Sell;0.02;EURUSDp;1.02388;;;2022.08.09 17:06:06;1.02358;-0.17;;0.86;
2022.08.09 15:30:00;Sell;0.02;EURCHFp;0.97583;;;2022.08.09 15:33:13;0.97552;-0.18;;0.93;
2022.08.09 13:30:00;Sell;0.02;EURUSDp;1.02306;;;2022.08.09 13:32:38;1.02268;-0.17;;1.09;
2022.08.09 13:00:00;Sell;0.02;EURUSDp;1.02380;;;2022.08.09 13:10:37;1.02326;-0.17;;1.55;
2022.08.09 12:30:00;Sell;0.02;EURUSDp;1.02377;;;2022.08.09 12:36:50;1.02322;-0.17;;1.57;
2022.08.09 12:30:00;Sell;0.02;EURUSDp;1.02377;;;2022.08.09 12:36:50;1.02322;-0.17;;1.57;
2022.08.08 16:00:00;Buy;0.04;EURAUDp;1.45875;;;2022.08.08 16:45:48;1.46038;-0.24;;6.52;
2022.08.08 15:00:00;Buy;0.02;EURAUDp;1.46208;;;2022.08.08 16:45:48;1.46038;-0.12;;-3.40;
2022.08.08 03:15:00;Buy;0.02;EURUSDp;1.01612;;;2022.08.08 04:20:00;1.01721;-0.17;;3.16;
2022.08.05 19:15:00;Sell;0.02;EURCHFp;0.97953;;;2022.08.05 19:33:39;0.97930;-0.18;;0.70;
2022.08.05 17:00:00;Buy;0.02;EURUSDp;1.01758;;;2022.08.05 17:14:15;1.01818;-0.17;;1.73;
2022.08.04 20:15:00;Sell;0.02;EURUSDp;1.02341;;;2022.08.05 08:56:34;1.02292;-0.17;0.11;1.41;
2022.08.04 19:00:01;Sell;0.02;EURUSDp;1.02219;;;2022.08.04 19:00:37;1.02184;-0.17;;1.00;
2022.08.02 19:30:03;Buy;0.02;EURUSDp;1.02066;;;2022.08.04 18:06:15;1.02121;-0.17;-0.61;1.58;
2022.08.04 12:30:00;Sell;0.02;EURJPYp;136.754;;;2022.08.04 12:51:40;136.712;-0.13;;0.90;
2022.08.04 10:45:00;Sell;0.02;EURCHFp;0.97862;;;2022.08.04 11:00:45;0.97839;-0.18;;0.69;
2022.08.04 10:00:00;Buy;0.02;EURAUDp;1.46042;;;2022.08.04 10:00:02;1.46101;-0.12;;1.18;
2022.08.03 04:00:00;Sell;0.02;EURJPYp;135.908;;;2022.08.03 06:54:35;135.305;-0.13;;13.10;
2022.08.03 01:00:03;Sell;0.02;EURJPYp;135.423;;;2022.08.03 06:54:35;135.310;-0.13;;2.45;
2022.08.02 21:19:09;Sell;0.02;EURJPYp;135.301;;;2022.08.03 06:54:35;135.316;-0.13;-0.06;-0.32;
2022.08.03 04:00:00;Buy;0.02;EURUSDp;1.01586;;;2022.08.03 04:10:51;1.01631;-0.17;;1.30;
2022.08.03 04:00:00;Buy;0.02;EURUSDp;1.01586;;;2022.08.03 04:10:51;1.01631;-0.17;;1.30;
2022.08.02 18:30:00;Buy;0.02;EURUSDp;1.02002;;;2022.08.02 18:34:31;1.02036;-0.17;;0.98;
2022.08.02 10:00:00;Buy;0.02;EURJPYp;134.037;;;2022.08.02 17:50:47;134.406;-0.13;;8.07;
2022.08.02 04:00:00;Buy;0.02;EURJPYp;134.696;;;2022.08.02 17:50:47;134.406;-0.13;;-6.34;
