Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.08.12 11:00:01;Sell;0.01;AUDCAD;0.90801;;0.90626;2022.08.12 13:13:41;0.90626;-0.06;;1.33;[tp]
2022.08.12 04:00:01;Sell;0.01;AUDCAD;0.90571;;0.90626;2022.08.12 13:13:41;0.90626;-0.06;;-0.42;[tp]
2022.08.12 10:00:01;Sell;0.01;AUDCAD;0.90742;0.90725;0.90682;2022.08.12 13:00:04;0.90725;-0.06;;0.13;[sl]
2022.08.12 07:00:00;Buy;0.01;AUDCAD;0.90756;0.90773;0.90816;2022.08.12 09:00:07;0.90816;-0.06;;0.45;[tp]
2022.08.11 22:00:00;Buy;0.01;AUDCAD;0.90690;;0.90750;2022.08.12 06:53:02;0.90750;-0.06;-0.02;0.45;[tp]
2022.08.11 21:00:00;Sell;0.01;AUDCAD;0.90624;;0.90564;2022.08.12 03:45:59;0.90564;-0.06;;0.45;[tp]
2022.08.11 20:00:07;Sell;0.01;AUDCAD;0.90666;0.90635;0.90606;2022.08.11 21:00:33;0.90635;-0.06;;0.24;[sl]
2022.08.11 11:00:00;Sell;0.01;AUDCAD;0.90624;;0.90641;2022.08.11 20:30:46;0.90641;-0.06;;-0.13;[tp]
2022.08.11 08:00:02;Sell;0.01;AUDCAD;0.90380;0.90673;0.90641;2022.08.11 20:00:07;0.90673;-0.06;;-2.22;[sl]
2022.08.11 11:00:01;Sell;0.01;AUDCAD;0.90625;0.90673;0.90641;2022.08.11 20:00:05;0.90673;-0.06;;-0.37;[sl]
2022.08.11 16:00:01;Sell;0.02;AUDCAD;0.90899;0.90673;0.90641;2022.08.11 20:00:04;0.90673;-0.11;;3.44;[sl]
2022.08.11 08:00:01;Sell;0.01;AUDCAD;0.90382;0.90672;0.90641;2022.08.11 20:00:02;0.90672;-0.06;;-2.20;[sl]
2022.08.11 16:00:00;Sell;0.02;AUDCAD;0.90898;0.90672;0.90641;2022.08.11 20:00:00;0.90672;-0.11;;3.44;[sl]
2022.08.11 07:00:00;Buy;0.01;AUDCAD;0.90405;;0.90465;2022.08.11 07:08:41;0.90465;-0.06;;0.45;[tp]
2022.08.11 07:00:00;Buy;0.01;AUDCAD;0.90405;;0.90465;2022.08.11 07:08:41;0.90465;-0.06;;0.45;[tp]
