,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Best trade,Maximum consecutive wins,Maximal consecutive profit,Worst trade,Maximum consecutive losses,Maximal consecutive loss,Absolute,Maximal,By Balance,By Equity
1153,1615577,58,46 (79.31%),12 (20.69%),49.89 USD,-51.19 USD,"591.78 USD
 (17 898 pips)","-196.62 USD
 (4 276 pips)",19 (186.09 USD),186.09 USD (19),0.46,91.49%,35.09%,51 minutes ago,12,1 day,4.42,19 (32.76%),39 (67.24%),3.01,6.81 USD,12.86 USD,-16.39 USD,3 (-13.37 USD),-89.49 USD (2),170.83%,,0%,49.89 USD,19 (186.09 USD),186.09 USD (19),-51.19 USD,3 (-13.37 USD),-89.49 USD (2),0.00 USD,89.49 USD (14.10%),18.67% (74.80 USD),48.01% (254.00 USD)
1154,1201938,774,581 (75.06%),193 (24.94%),116.77 USD,-362.23 USD,"3 680.51 USD
 (402 685 pips)","-3 624.25 USD
 (73 207 pips)",30 (393.27 USD),393.27 USD (30),0.03,23.27%,54.90%,1 day ago,5,3 hours,0.11,430 (55.56%),344 (44.44%),1.02,0.07 USD,6.33 USD,-18.78 USD,6 (-204.71 USD),-406.08 USD (2),-24.43%,-100.00%,19%,116.77 USD,30 (393.27 USD),393.27 USD (30),-362.23 USD,6 (-204.71 USD),-406.08 USD (2),71.32 USD,489.78 USD (57.21%),47.04% (338.17 USD),84.49% (727.70 USD)
1155,1336400,404,400 (99.00%),4 (0.99%),12.00 USD,-44.18 USD,"643.80 USD
 (343 959 pips)","-58.62 USD
 (2 864 pips)",212 (349.45 USD),349.45 USD (212),0.73,69.65%,92.70%,2 hours ago,22,1 day,13.25,37 (9.16%),367 (90.84%),10.98,1.45 USD,1.61 USD,-14.66 USD,1 (-44.18 USD),-44.18 USD (1),12.89%,156.40%,0%,12.00 USD,212 (349.45 USD),349.45 USD (212),-44.18 USD,1 (-44.18 USD),-44.18 USD (1),0.00 USD,44.18 USD (5.73%),4.73% (44.18 USD),75.54% (225.12 USD)
1156,1152740,1 243,926 (74.49%),317 (25.50%),40 208.37 RUR,-57 620.84 RUR,"1 100 063.44 RUR
 (44 066 pips)","-939 006.45 RUR
 (12 950 pips)",42 (16 061.75 RUR),67 046.99 RUR (25),0.05,34.80%,415.29%,18 hours ago,43,5 hours,0.81,978 (78.68%),265 (21.32%),1.17,129.57 RUR,1 187.97 RUR,-2 962.17 RUR,14 (-18 425.99 RUR),-134 865.00 RUR (7),-64.25%,-100.00%,0%,40 208.37 RUR,42 (16 061.75 RUR),67 046.99 RUR (25),-57 620.84 RUR,14 (-18 425.99 RUR),-134 865.00 RUR (7),6 433.56 RUR,198 204.50 RUR (37.32%),75.50% (198 204.50 RUR),46.02% (48 527.35 RUR)
1157,1496133,361,265 (73.40%),96 (26.59%),70.70 EUR,-46.98 EUR,"2 432.27 EUR
 (4 336 800 pips)","-918.72 EUR
 (37 638 pips)",24 (430.16 EUR),430.16 EUR (24),0.33,61.87%,62.50%,41 days ago,0,2 days,11.92,139 (38.50%),222 (61.50%),2.65,4.19 EUR,9.18 EUR,-9.57 EUR,6 (-13.54 EUR),-90.49 EUR (4),0.00%,2.62%,54%,70.70 EUR,24 (430.16 EUR),430.16 EUR (24),-46.98 EUR,6 (-13.54 EUR),-90.49 EUR (4),0.00 EUR,126.99 EUR (7.57%),8.53% (59.36 EUR),40.90% (642.62 EUR)
1158,1357133,632,243 (38.44%),389 (61.55%),142.30 EUR,-169.25 EUR,"3 265.82 EUR
 (615 853 pips)","-3 056.23 EUR
 (415 159 pips)",19 (2.16 EUR),300.26 EUR (9),-0.03,96.00%,178.01%,48 minutes ago,37,14 hours,0.31,180 (28.48%),452 (71.52%),1.07,0.33 EUR,13.44 EUR,-7.86 EUR,26 (-142.08 EUR),-267.99 EUR (15),26.77%,324.86%,87%,142.30 EUR,19 (2.16 EUR),300.26 EUR (9),-169.25 EUR,26 (-142.08 EUR),-267.99 EUR (15),654.80 EUR,682.58 EUR (146.91%),92.50% (682.34 EUR),51.52% (153.69 EUR)
1159,1619002,13,9 (69.23%),4 (30.77%),8.12 USD,-6.80 USD,"47.72 USD
 (5 519 pips)","-14.77 USD
 (1 533 pips)",4 (25.14 USD),25.14 USD (4),0.56,99.71%,21.61%,3 hours ago,24,11 hours,4.63,5 (38.46%),8 (61.54%),3.23,2.53 USD,5.30 USD,-3.69 USD,2 (-2.09 USD),-6.80 USD (1),0.80%,,92%,8.12 USD,4 (25.14 USD),25.14 USD (4),-6.80 USD,2 (-2.09 USD),-6.80 USD (1),5.01 USD,7.12 USD (1.67%),1.61% (6.88 USD),2.85% (12.17 USD)
1160,1361619,153,110 (71.89%),43 (28.10%),79.68 USD,-110.37 USD,"410.09 USD
 (89 614 pips)","-311.22 USD
 (77 504 pips)",25 (62.97 USD),79.68 USD (1),0.06,95.96%,18.97%,2 days ago,2,2 days,0.53,64 (41.83%),89 (58.17%),1.32,0.65 USD,3.73 USD,-7.24 USD,5 (-120.02 USD),-120.02 USD (5),6.91%,83.81%,98%,79.68 USD,25 (62.97 USD),79.68 USD (1),-110.37 USD,5 (-120.02 USD),-120.02 USD (5),9.72 USD,185.98 USD (15.81%),15.77% (185.53 USD),88.95% (971.31 USD)
1161,1607442,310,245 (79.03%),65 (20.97%),1 173.00 USD,-511.00 USD,"22 668.81 USD
 (151 063 pips)","-4 649.20 USD
 (56 418 pips)",29 (2 379.43 USD),2 844.37 USD (22),0.34,100.00%,23.32%,2 minutes ago,27,4 days,17.88,188 (60.65%),122 (39.35%),4.88,58.13 USD,92.53 USD,-71.53 USD,6 (-266.79 USD),-1 008.00 USD (3),194.04%,2 354.36%,0%,1 173.00 USD,29 (2 379.43 USD),2 844.37 USD (22),-511.00 USD,6 (-266.79 USD),-1 008.00 USD (3),0.00 USD,1 008.00 USD (6.28%),9.29% (1 008.00 USD),32.13% (2 535.06 USD)
1162,1611474,10,7 (70.00%),3 (30.00%),3.97 USD,-0.27 USD,"16.72 USD
 (8 685 pips)","-0.70 USD
 (333 pips)",5 (10.36 USD),10.36 USD (5),1.05,27.65%,46.17%,2 days ago,6,18 minutes,33.38,5 (50.00%),5 (50.00%),23.89,1.60 USD,2.39 USD,-0.23 USD,2 (-0.48 USD),-0.48 USD (2),16.02%,,100%,3.97 USD,5 (10.36 USD),10.36 USD (5),-0.27 USD,2 (-0.48 USD),-0.48 USD (2),0.22 USD,0.48 USD (0.44%),0.44% (0.48 USD),7.56% (8.77 USD)
1163,1552580,384,189 (49.21%),195 (50.78%),100.37 USD,-74.47 USD,"3 303.61 USD
 (75 813 pips)","-2 937.48 USD
 (57 177 pips)",12 (130.98 USD),294.88 USD (6),0.07,52.32%,7.03%,3 days ago,25,4 hours,0.55,212 (55.21%),172 (44.79%),1.12,0.95 USD,17.48 USD,-15.06 USD,11 (-137.64 USD),-250.62 USD (5),-16.50%,,88%,100.37 USD,12 (130.98 USD),294.88 USD (6),-74.47 USD,11 (-137.64 USD),-250.62 USD (5),0.90 USD,668.30 USD (23.58%),25.59% (669.20 USD),7.61% (181.28 USD)
1164,1615429,9,5 (55.55%),4 (44.44%),171.84 USD,-364.80 USD,"669.09 USD
 (835 pips)","-546.34 USD
 (656 pips)",3 (346.60 USD),346.60 USD (3),0.11,15.31%,15.69%,1 hour ago,10,2 hours,0.29,5 (55.56%),4 (44.44%),1.22,13.64 USD,133.82 USD,-136.59 USD,3 (-425.41 USD),-425.41 USD (3),4.09%,,44%,171.84 USD,3 (346.60 USD),346.60 USD (3),-364.80 USD,3 (-425.41 USD),-425.41 USD (3),78.81 USD,425.41 USD (12.71%),12.71% (425.41 USD),10.05% (293.51 USD)
1165,1618216,2 652,1 390 (52.41%),1 262 (47.59%),2 155.00 USD,-1 233.00 USD,"140 739.09 USD
 (473 687 pips)","-117 825.51 USD
 (389 538 pips)",12 (3 109.10 USD),4 784.20 USD (11),0.05,19.82%,0.23%,31 minutes ago,389,15 minutes,5.23,1 089 (41.06%),1 563 (58.94%),1.19,8.64 USD,101.25 USD,-93.36 USD,19 (-3 900.60 USD),-3 900.60 USD (19),28.98%,351.63%,64%,2 155.00 USD,12 (3 109.10 USD),4 784.20 USD (11),-1 233.00 USD,19 (-3 900.60 USD),-3 900.60 USD (19),1 329.90 USD,4 382.08 USD (13.76%),50.14% (685.85 USD),0.38% (1 008.90 USD)
1166,1619872,9,4 (44.44%),5 (55.56%),100.00 USD,-51.60 USD,"250.00 USD
 (2 000 pips)","-125.85 USD
 (1 999 pips)",2 (125.00 USD),125.00 USD (2),0.28,10.74%,19.38%,1 hour ago,9,1 hour,1.67,3 (33.33%),6 (66.67%),1.99,13.79 USD,62.50 USD,-25.17 USD,4 (-74.25 USD),-74.25 USD (4),23.65%,,0%,100.00 USD,2 (125.00 USD),125.00 USD (2),-51.60 USD,4 (-74.25 USD),-74.25 USD (4),51.60 USD,74.25 USD (12.41%),12.41% (74.25 USD),3.19% (19.10 USD)
1167,1610226,50,49 (98.00%),1 (2.00%),5 420.00 USD,-6 300.00 USD,"21 788.97 USD
 (295 905 pips)","-6 300.00 USD
 (314 pips)",26 (14 582.64 USD),14 582.64 USD (26),0.24,19.47%,0.99%,8 hours ago,31,1 hour,2.46,26 (52.00%),24 (48.00%),3.46,309.78 USD,444.67 USD,-6 300.00 USD,1 (-6 300.00 USD),-6 300.00 USD (1),1.11%,,0%,5 420.00 USD,26 (14 582.64 USD),14 582.64 USD (26),-6 300.00 USD,1 (-6 300.00 USD),-6 300.00 USD (1),0.00 USD,6 300.00 USD (0.45%),0.45% (6 300.00 USD),2.25% (31 700.00 USD)
1168,1511101,574,558 (97.21%),16 (2.79%),80.20 USD,-59.33 USD,"1 723.99 USD
 (913 240 pips)","-195.05 USD
 (120 738 pips)",289 (564.97 USD),564.97 USD (289),0.38,95.42%,122.22%,23 hours ago,17,19 hours,13.56,403 (70.21%),171 (29.79%),8.84,2.66 USD,3.09 USD,-12.19 USD,9 (-28.27 USD),-112.79 USD (2),43.48%,,0%,80.20 USD,289 (564.97 USD),564.97 USD (289),-59.33 USD,9 (-28.27 USD),-112.79 USD (2),0.00 USD,112.79 USD (9.49%),7.84% (112.79 USD),91.89% (1 193.37 USD)
1169,1514440,43,40 (93.02%),3 (6.98%),24.50 EUR,-1.08 EUR,"125.16 EUR
 (226 651 pips)",-2.07 EUR,12 (27.10 EUR),77.21 EUR (11),0.61,90.94%,2.30%,15 days ago,0,3 days,113.97,14 (32.56%),29 (67.44%),60.46,2.86 EUR,3.13 EUR,-0.69 EUR,1 (-1.08 EUR),-1.08 EUR (1),3.94%,,0%,24.50 EUR,12 (27.10 EUR),77.21 EUR (11),-1.08 EUR,1 (-1.08 EUR),-1.08 EUR (1),0.00 EUR,1.08 EUR (0.45%),0.45% (1.08 EUR),26.19% (150.12 EUR)
1170,1583834,4 353,2 299 (52.81%),2 054 (47.19%),2 166.65 USD,-1 784.30 USD,"183 075.36 USD
 (190 399 pips)","-161 324.75 USD
 (161 397 pips)",17 (1 708.40 USD),4 962.10 USD (10),0.05,15.55%,2.84%,32 minutes ago,224,10 minutes,3.74,1 593 (36.60%),2 760 (63.40%),1.13,5.00 USD,79.63 USD,-78.54 USD,14 (-287.34 USD),-2 929.10 USD (2),10.32%,125.20%,71%,2 166.65 USD,17 (1 708.40 USD),4 962.10 USD (10),-1 784.30 USD,14 (-287.34 USD),-2 929.10 USD (2),3 444.05 USD,5 810.90 USD (11.78%),11.37% (5 811.70 USD),0.68% (1 390.50 USD)
1171,1480984,2 230,1 773 (79.50%),457 (20.49%),151.19 USD,-278.50 USD,"4 912.03 USD
 (163 343 pips)","-3 573.17 USD
 (139 027 pips)",32 (43.05 USD),323.31 USD (5),0.05,79.91%,147.64%,13 minutes ago,136,2 hours,1.68,1 161 (52.06%),1 069 (47.94%),1.37,0.60 USD,2.77 USD,-7.82 USD,9 (-796.08 USD),-796.08 USD (9),33.96%,412.03%,96%,151.19 USD,32 (43.05 USD),323.31 USD (5),-278.50 USD,9 (-796.08 USD),-796.08 USD (9),0.00 USD,798.56 USD (34.21%),34.21% (798.56 USD),79.65% (68.69 USD)
1172,1534642,262,122 (46.56%),140 (53.44%),1 727.10 EUR,-1 088.94 EUR,"25 260.38 EUR
 (58 280 pips)","-24 674.79 EUR
 (49 605 pips)",12 (8 364.71 EUR),8 364.71 EUR (12),0.01,42.75%,24.90%,51 minutes ago,16,7 hours,0.05,118 (45.04%),144 (54.96%),1.02,2.24 EUR,207.05 EUR,-176.25 EUR,16 (-2 541.17 EUR),-5 735.45 EUR (10),-3.45%,,98%,1 727.10 EUR,12 (8 364.71 EUR),8 364.71 EUR (12),-1 088.94 EUR,16 (-2 541.17 EUR),-5 735.45 EUR (10),2 739.53 EUR,11 643.28 EUR (7.33%),7.33% (11 642.58 EUR),1.41% (2 219.10 EUR)
1173,1621753,12,5 (41.66%),7 (58.33%),29.78 USD,-3.36 USD,"38.17 USD
 (935 pips)","-7.40 USD
 (87 pips)",4 (35.43 USD),35.43 USD (4),0.34,50.30%,9.03%,6 hours ago,13,2 hours,6.41,3 (25.00%),9 (75.00%),5.16,2.56 USD,7.63 USD,-1.06 USD,4 (-0.65 USD),-4.12 USD (3),1.11%,,100%,29.78 USD,4 (35.43 USD),35.43 USD (4),-3.36 USD,4 (-0.65 USD),-4.12 USD (3),1.53 USD,4.80 USD (0.17%),0.17% (4.76 USD),0.70% (19.79 USD)
1174,1551620,521,421 (80.80%),100 (19.19%),31.29 AUD,-172.24 AUD,"3 433.11 AUD
 (24 231 pips)","-2 335.17 AUD
 (10 456 pips)",55 (315.15 AUD),610.22 AUD (45),0.17,32.29%,122.87%,5 hours ago,75,2 hours,2.35,259 (49.71%),262 (50.29%),1.47,2.11 AUD,8.15 AUD,-23.35 AUD,6 (-370.51 AUD),-370.51 AUD (6),256.09%,,99%,31.29 AUD,55 (315.15 AUD),610.22 AUD (45),-172.24 AUD,6 (-370.51 AUD),-370.51 AUD (6),0.40 AUD,467.98 AUD (28.48%),25.39% (467.98 AUD),43.96% (569.52 AUD)
1175,1613872,9,7 (77.77%),2 (22.22%),35.29 USD,-10.58 USD,"103.24 USD
 (699 pips)","-19.51 USD
 (126 pips)",5 (76.33 USD),76.33 USD (5),0.78,22.90%,10.48%,1 day ago,6,4 hours,7.91,4 (44.44%),5 (55.56%),5.29,9.30 USD,14.75 USD,-9.76 USD,1 (-10.58 USD),-10.58 USD (1),16.75%,,100%,35.29 USD,5 (76.33 USD),76.33 USD (5),-10.58 USD,1 (-10.58 USD),-10.58 USD (1),0.54 USD,10.58 USD (1.78%),1.81% (10.79 USD),15.85% (88.58 USD)
1176,1609750,10,10 (100.00%),0 (0.00%),3.89 USD,0.00 USD,"18.31 USD
 (1 825 pips)",0.00 USD,10 (18.31 USD),18.31 USD (10),1.45,11.68%,5.10%,2 days ago,5,2 hours,0,7 (70.00%),3 (30.00%),n/a,1.83 USD,1.83 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),9.15%,,100%,3.89 USD,10 (18.31 USD),18.31 USD (10),0.00 USD,0 (0.00 USD),0.00 USD (0),0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),2.23% (4.75 USD)
1177,1620214,10,9 (90.00%),1 (10.00%),5.40 USD,-2.76 USD,"11.23 USD
 (1 114 pips)","-2.90 USD
 (356 pips)",5 (2.46 USD),8.77 USD (4),0.45,91.30%,8.06%,12 hours ago,10,8 hours,3.01,3 (30.00%),7 (70.00%),3.87,0.83 USD,1.25 USD,-2.90 USD,1 (-2.76 USD),-2.76 USD (1),8.33%,,100%,5.40 USD,5 (2.46 USD),8.77 USD (4),-2.76 USD,1 (-2.76 USD),-2.76 USD (1),0.07 USD,2.77 USD (2.55%),2.55% (2.77 USD),14.75% (14.74 USD)
1178,1600279,10,9 (90.00%),1 (10.00%),5.25 USD,-0.09 USD,"36.15 USD
 (4 410 pips)",-0.61 USD,7 (25.75 USD),25.75 USD (7),1.68,98.41%,16.00%,3 days ago,3,2 days,142.16,5 (50.00%),5 (50.00%),59.26,3.55 USD,4.02 USD,-0.61 USD,1 (-0.09 USD),-0.09 USD (1),3.62%,,0%,5.25 USD,7 (25.75 USD),25.75 USD (7),-0.09 USD,1 (-0.09 USD),-0.09 USD (1),0.16 USD,0.25 USD (0.03%),0.02% (0.16 USD),4.76% (48.68 USD)
1179,1144328,188,187 (99.46%),1 (0.53%),37.13 USD,-0.25 USD,"1 327.85 USD
 (228 427 pips)",-24.64 USD,125 (911.20 USD),911.20 USD (125),1.01,92.08%,109.46%,2 days ago,4,9 days,712.14,52 (27.66%),136 (72.34%),53.89,6.93 USD,7.10 USD,-24.64 USD,1 (-0.25 USD),-0.25 USD (1),3.26%,40.64%,0%,37.13 USD,125 (911.20 USD),911.20 USD (125),-0.25 USD,1 (-0.25 USD),-0.25 USD (1),0.12 USD,1.83 USD (0.49%),0.02% (1.26 USD),90.07% (1 240.77 USD)
1180,1197834,138,94 (68.11%),44 (31.88%),4 018.32 RUB,-3 967.17 RUB,"54 192.67 RUB
 (63 875 pips)","-54 277.80 RUB
 (123 272 pips)",18 (13 854.72 RUB),13 854.72 RUB (18),0.07,95.53%,122.82%,1 day ago,6,5 days,-0.01,51 (36.96%),87 (63.04%),1,-0.62 RUB,576.52 RUB,-1 233.59 RUB,6 (-11 667.94 RUB),-11 667.94 RUB (6),-36.70%,-100.00%,0%,4 018.32 RUB,18 (13 854.72 RUB),13 854.72 RUB (18),-3 967.17 RUB,6 (-11 667.94 RUB),-11 667.94 RUB (6),2 288.79 RUB,15 068.47 RUB (80.49%),71.78% (14 870.23 RUB),49.63% (3 070.87 RUB)
1181,1615974,12,12 (100.00%),0 (0.00%),14.27 MET,0.00 MET,"110.21 MET
 (5 373 pips)",0.00 MET,12 (110.21 MET),110.21 MET (12),3.06,40.54%,0.73%,24 hours ago,12,17 hours,0,0 (0.00%),12 (100.00%),n/a,9.18 MET,9.18 MET,0.00 MET,0 (0.00 MET),0.00 MET (0),1.82%,,100%,14.27 MET,12 (110.21 MET),110.21 MET (12),0.00 MET,0 (0.00 MET),0.00 MET (0),0.00 MET,0.00 MET (0.00%),0.00% (0.00 MET),0.34% (19.77 MET)
1182,1610355,9,4 (44.44%),5 (55.56%),235.02 USD,-138.26 USD,"645.22 USD
 (4 837 pips)","-441.74 USD
 (3 025 947 pips)",2 (346.95 USD),346.95 USD (2),0.17,75.01%,13.00%,14 hours ago,12,18 hours,0.57,2 (22.22%),7 (77.78%),1.46,22.61 USD,161.31 USD,-88.35 USD,4 (-358.15 USD),-358.15 USD (4),1.02%,,0%,235.02 USD,2 (346.95 USD),346.95 USD (2),-138.26 USD,4 (-358.15 USD),-358.15 USD (4),94.64 USD,359.51 USD (1.77%),1.77% (358.45 USD),3.97% (800.24 USD)
1183,1622958,14,7 (50.00%),7 (50.00%),6.49 USD,-0.39 USD,"12.73 USD
 (4 928 pips)","-1.01 USD
 (238 pips)",3 (0.31 USD),8.99 USD (2),0.44,63.04%,86.42%,1 hour ago,14,1 hour,15.03,0 (0.00%),14 (100.00%),12.6,0.84 USD,1.82 USD,-0.14 USD,4 (-0.15 USD),-0.78 USD (2),,,93%,6.49 USD,3 (0.31 USD),8.99 USD (2),-0.39 USD,4 (-0.15 USD),-0.78 USD (2),0.00 USD,0.78 USD (0.09%),0.09% (0.78 USD),0.37% (3.18 USD)
1184,1620970,204,182 (89.21%),22 (10.78%),94.45 USD,-53.64 USD,"590.64 USD
 (149 907 pips)","-242.31 USD
 (103 869 pips)",70 (94.30 USD),99.64 USD (5),0.15,96.02%,5.45%,20 minutes ago,252,5 hours,4.15,105 (51.47%),99 (48.53%),2.44,1.71 USD,3.25 USD,-11.01 USD,3 (-64.27 USD),-83.91 USD (2),0.70%,,100%,94.45 USD,70 (94.30 USD),99.64 USD (5),-53.64 USD,3 (-64.27 USD),-83.91 USD (2),0.00 USD,83.91 USD (0.17%),0.17% (83.91 USD),1.36% (681.30 USD)
1185,1393281,140,140 (100.00%),0 (0.00%),7.83 USD,0.00 USD,"415.97 USD
 (15 489 pips)",0.00 USD,140 (415.97 USD),415.97 USD (140),3.56,98.87%,23.53%,20 days ago,0,1 day,0,73 (52.14%),67 (47.86%),n/a,2.97 USD,2.97 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),5.41%,68.17%,100%,7.83 USD,140 (415.97 USD),415.97 USD (140),0.00 USD,0 (0.00 USD),0.00 USD (0),0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),90.40% (973.39 USD)
1186,1402693,3 851,2 752 (71.46%),1 099 (28.54%),322.71 CHF,-807.80 CHF,"16 520.80 CHF
 (461 240 pips)","-15 266.46 CHF
 (244 583 pips)",34 (690.78 CHF),1 746.88 CHF (17),0.01,82.44%,64.37%,35 minutes ago,390,11 hours,0.22,2 105 (54.66%),1 746 (45.34%),1.08,0.33 CHF,6.00 CHF,-13.89 CHF,16 (-315.73 CHF),-1 602.29 CHF (2),-13.11%,-100.00%,88%,322.71 CHF,34 (690.78 CHF),1 746.88 CHF (17),-807.80 CHF,16 (-315.73 CHF),-1 602.29 CHF (2),0.00 CHF,5 799.87 CHF (51.59%),27.30% (5 799.87 CHF),78.23% (5 286.66 CHF)
1187,1607517,9,9 (100.00%),0 (0.00%),42.54 GBP,0.00 GBP,"174.42 GBP
 (2 075 pips)",0.00 GBP,9 (174.42 GBP),174.42 GBP (9),1.19,32.86%,1.98%,10 hours ago,5,7 hours,0,4 (44.44%),5 (55.56%),n/a,19.38 GBP,19.38 GBP,0.00 GBP,0 (0.00 GBP),0.00 GBP (0),11.63%,,100%,42.54 GBP,9 (174.42 GBP),174.42 GBP (9),0.00 GBP,0 (0.00 GBP),0.00 GBP (0),0.00 GBP,0.00 GBP (0.00%),0.00% (0.00 GBP),5.66% (92.24 GBP)
1188,1568479,51,42 (82.35%),9 (17.65%),2 382.00 USD,-355.00 USD,"10 998.93 USD
 (24 055 pips)","-475.07 USD
 (3 346 pips)",14 (6 441.60 USD),6 441.60 USD (14),0.42,84.78%,6.83%,15 hours ago,20,2 days,29.64,29 (56.86%),22 (43.14%),23.15,206.35 USD,261.88 USD,-52.79 USD,2 (-11.03 USD),-355.00 USD (1),100.87%,,0%,2 382.00 USD,14 (6 441.60 USD),6 441.60 USD (14),-355.00 USD,2 (-11.03 USD),-355.00 USD (1),0.00 USD,355.00 USD (2.15%),1.64% (355.00 USD),11.58% (419.39 USD)
1189,1468110,100,60 (60.00%),40 (40.00%),59 404.11 USD,-10 628.90 USD,"117 571.36 USD
 (31 683 pips)","-57 911.68 USD
 (55 517 pips)",10 (2 540.94 USD),84 373.48 USD (7),0.1,100.00%,58.69%,6 days ago,1,1 day,3.82,52 (52.00%),48 (48.00%),2.03,596.60 USD,1 959.52 USD,-1 447.79 USD,6 (-13 997.82 USD),-13 997.82 USD (6),0.00%,0.00%,0%,59 404.11 USD,10 (2 540.94 USD),84 373.48 USD (7),-10 628.90 USD,6 (-13 997.82 USD),-13 997.82 USD (6),13 229.84 USD,15 636.88 USD (7.73%),7.73% (15 662.88 USD),9.47% (18 736.32 USD)
1190,1562020,208,125 (60.09%),83 (39.90%),48.00 USD,-36.35 USD,"911.93 USD
 (22 667 pips)","-567.97 USD
 (12 940 pips)",13 (45.26 USD),339.35 USD (10),0.14,51.63%,8.63%,21 days ago,0,8 hours,1.32,0 (0.00%),208 (100.00%),1.61,1.65 USD,7.30 USD,-6.84 USD,12 (-28.32 USD),-261.19 USD (8),10.81%,,100%,48.00 USD,13 (45.26 USD),339.35 USD (10),-36.35 USD,12 (-28.32 USD),-261.19 USD (8),31.84 USD,261.19 USD (20.63%),4.96% (261.19 USD),6.92% (74.56 USD)
1191,1617199,9,9 (100.00%),0 (0.00%),13.69 USD,0.00 USD,"63.56 USD
 (4 309 pips)",0.00 USD,9 (63.56 USD),63.56 USD (9),1.58,80.61%,3.83%,23 hours ago,7,1 day,0,0 (0.00%),9 (100.00%),n/a,7.06 USD,7.06 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),16.14%,,0%,13.69 USD,9 (63.56 USD),63.56 USD (9),0.00 USD,0 (0.00 USD),0.00 USD (0),0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),7.79% (34.34 USD)
1192,1499937,1 425,1 085 (76.14%),340 (23.86%),347.02 USD,-405.11 USD,"1 066.92 USD
 (116 896 pips)","-1 059.62 USD
 (200 467 pips)",36 (6.53 USD),373.87 USD (3),0.02,92.64%,25.70%,3 days ago,3,20 hours,0.01,161 (11.30%),1 264 (88.70%),1.01,0.01 USD,0.98 USD,-3.12 USD,15 (-179.83 USD),-650.30 USD (6),-9.12%,,0%,347.02 USD,36 (6.53 USD),373.87 USD (3),-405.11 USD,15 (-179.83 USD),-650.30 USD (6),354.54 USD,802.98 USD (85.75%),68.04% (802.98 USD),65.37% (517.60 USD)
1193,965205,329,316 (96.04%),13 (3.95%),127.23 USD,-37.69 USD,"3 316.08 USD
 (260 932 pips)","-128.62 USD
 (12 160 pips)",201 (1 716.47 USD),1 716.47 USD (201),0.18,100.00%,26.46%,14 hours ago,10,15 days,40.4,118 (35.87%),211 (64.13%),25.78,9.69 USD,10.49 USD,-9.89 USD,3 (-78.86 USD),-78.86 USD (3),12.99%,157.63%,0%,127.23 USD,201 (1 716.47 USD),1 716.47 USD (201),-37.69 USD,3 (-78.86 USD),-78.86 USD (3),3.72 USD,78.90 USD (2.66%),3.49% (3.62 USD),88.03% (1 828.29 USD)
1194,1157738,1 162,753 (64.80%),409 (35.20%),1 557.01 USD,-354.12 USD,"19 175.19 USD
 (57 606 pips)","-12 676.86 USD
 (57 497 pips)",13 (107.55 USD),1 890.20 USD (3),0.07,19.71%,70.57%,22 days ago,0,4 hours,3.9,645 (55.51%),517 (44.49%),1.51,5.59 USD,25.47 USD,-30.99 USD,7 (-1 665.40 USD),-1 665.40 USD (7),2.20%,27.66%,99%,1 557.01 USD,13 (107.55 USD),1 890.20 USD (3),-354.12 USD,7 (-1 665.40 USD),-1 665.40 USD (7),0.00 USD,1 665.40 USD (15.79%),12.70% (1 665.40 USD),50.23% (5 528.55 USD)
1195,1172820,1 123,722 (64.29%),401 (35.71%),1 503.32 USD,-351.00 USD,"15 280.03 USD
 (55 019 pips)","-10 163.43 USD
 (57 179 pips)",13 (64.36 USD),1 830.13 USD (3),0.06,18.45%,77.05%,22 days ago,0,4 hours,3.08,629 (56.01%),494 (43.99%),1.5,4.56 USD,21.16 USD,-25.35 USD,8 (-800.26 USD),-1 661.61 USD (7),2.33%,29.16%,99%,1 503.32 USD,13 (64.36 USD),1 830.13 USD (3),-351.00 USD,8 (-800.26 USD),-1 661.61 USD (7),29.29 USD,1 661.61 USD (19.34%),12.70% (1 661.61 USD),50.30% (2 972.16 USD)
1196,1492781,143,128 (89.51%),15 (10.49%),25.48 USD,-95.81 USD,"522.20 USD
 (24 946 pips)","-281.75 USD
 (19 097 pips)",25 (91.36 USD),91.36 USD (25),0.2,70.54%,63.53%,10 hours ago,13,12 hours,2.51,75 (52.45%),68 (47.55%),1.85,1.68 USD,4.08 USD,-18.78 USD,1 (-95.81 USD),-95.81 USD (1),1.16%,14.11%,100%,25.48 USD,25 (91.36 USD),91.36 USD (25),-95.81 USD,1 (-95.81 USD),-95.81 USD (1),0.03 USD,95.84 USD (14.51%),14.28% (95.89 USD),83.69% (488.45 USD)
