,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Best trade,Maximum consecutive wins,Maximal consecutive profit,Worst trade,Maximum consecutive losses,Maximal consecutive loss,Absolute,Maximal,By Balance,By Equity
383,1590179,92,67 (72.82%),25 (27.17%),48.65 USD,-54.65 USD,"822.59 USD
 (2 443 pips)","-569.19 USD
 (735 pips)",14 (45.86 USD),208.28 USD (8),0.3,10.24%,40.58%,9 hours ago,24,6 hours,1.52,47 (51.09%),45 (48.91%),1.45,2.75 USD,12.28 USD,-22.77 USD,5 (-151.74 USD),-151.74 USD (5),33.33%,,92%,48.65 USD,14 (45.86 USD),208.28 USD (8),-54.65 USD,5 (-151.74 USD),-151.74 USD (5),1.05 USD,166.79 USD (22.76%),7.24% (172.08 USD),17.61% (63.80 USD)
384,1510117,743,679 (91.38%),64 (8.61%),98.47 USD,-103.62 USD,"1 014.88 USD
 (58 923 pips)","-654.11 USD
 (36 727 pips)",55 (45.43 USD),107.15 USD (9),0.07,90.17%,15.76%,25 minutes ago,63,6 hours,2.94,307 (41.32%),436 (58.68%),1.55,0.49 USD,1.49 USD,-10.22 USD,4 (-39.09 USD),-117.26 USD (3),25.52%,,100%,98.47 USD,55 (45.43 USD),107.15 USD (9),-103.62 USD,4 (-39.09 USD),-117.26 USD (3),0.04 USD,122.52 USD (18.44%),18.46% (122.63 USD),50.34% (297.26 USD)
385,1359415,287,177 (61.67%),110 (38.33%),2 081.00 USD,-1 030.27 USD,"9 513.42 USD
 (263 661 pips)","-5 251.12 USD
 (189 557 pips)",8 (386.06 USD),2 081.00 USD (1),-0.03,92.09%,4.25%,3 days ago,5,2 days,2.74,145 (50.52%),142 (49.48%),1.81,14.85 USD,53.75 USD,-47.74 USD,6 (-460.71 USD),-1 030.27 USD (1),7.81%,95.42%,0%,2 081.00 USD,8 (386.06 USD),2 081.00 USD (1),-1 030.27 USD,6 (-460.71 USD),-1 030.27 USD (1),318.15 USD,1 558.07 USD (55.27%),51.66% (24.52 USD),7.68% (985.86 USD)
386,1583408,59,43 (72.88%),16 (27.12%),19.00 USD,-87.68 USD,"168.05 USD
 (13 236 pips)","-360.44 USD
 (12 349 pips)",12 (28.50 USD),76.20 USD (8),0.08,87.34%,14.94%,3 days ago,6,1 day,-0.57,27 (45.76%),32 (54.24%),0.47,-3.26 USD,3.91 USD,-22.53 USD,8 (-332.46 USD),-332.46 USD (8),21.17%,,100%,19.00 USD,12 (28.50 USD),76.20 USD (8),-87.68 USD,8 (-332.46 USD),-332.46 USD (8),212.53 USD,340.02 USD (149.47%),33.25% (340.42 USD),28.06% (309.27 USD)
387,1394158,3 149,2 207 (70.08%),942 (29.91%),821.58 USD,-298.88 USD,"13 952.95 USD
 (277 344 pips)","-9 283.78 USD
 (320 086 pips)",34 (56.44 USD),825.08 USD (2),0.05,90.73%,77.31%,1 hour ago,56,11 hours,3.73,875 (27.79%),2 274 (72.21%),1.5,1.48 USD,6.32 USD,-9.86 USD,13 (-1 251.39 USD),-1 251.39 USD (13),9.96%,123.67%,94%,821.58 USD,34 (56.44 USD),825.08 USD (2),-298.88 USD,13 (-1 251.39 USD),-1 251.39 USD (13),179.76 USD,1 251.39 USD (26.19%),27.02% (303.73 USD),57.96% (2 501.57 USD)
388,1365004,646,617 (95.51%),29 (4.49%),42.69 EUR,-42.32 EUR,"660.10 EUR
 (39 327 pips)","-246.11 EUR
 (15 578 pips)",96 (45.59 EUR),194.60 EUR (85),0.19,44.72%,4.13%,8 hours ago,27,11 hours,9.76,402 (62.23%),244 (37.77%),2.68,0.64 EUR,1.07 EUR,-8.49 EUR,2 (-12.25 EUR),-42.32 EUR (1),6.01%,72.89%,100%,42.69 EUR,96 (45.59 EUR),194.60 EUR (85),-42.32 EUR,2 (-12.25 EUR),-42.32 EUR (1),0.09 EUR,42.43 EUR (4.75%),2.14% (15.28 EUR),10.67% (74.66 EUR)
389,987229,219,186 (84.93%),33 (15.07%),24.96 USD,-9.83 USD,"529.96 USD
 (48 910 pips)","-103.93 USD
 (10 470 pips)",23 (42.36 USD),97.93 USD (20),0.54,34.33%,16.19%,9 days ago,0,2 days,29.08,114 (52.05%),105 (47.95%),5.1,1.95 USD,2.85 USD,-3.15 USD,3 (-13.68 USD),-14.65 USD (2),15.37%,186.44%,91%,24.96 USD,23 (42.36 USD),97.93 USD (20),-9.83 USD,3 (-13.68 USD),-14.65 USD (2),0.20 USD,14.65 USD (2.89%),4.32% (14.73 USD),24.01% (74.72 USD)
390,1497221,783,409 (52.23%),374 (47.77%),309.02 USD,-179.13 USD,"12 557.70 USD
 (954 650 pips)","-12 017.01 USD
 (1 217 913 pips)",80 (246.40 USD),405.75 USD (6),0.03,94.20%,104.42%,21 minutes ago,88,4 days,0.4,390 (49.81%),393 (50.19%),1.04,0.69 USD,30.70 USD,-32.13 USD,12 (-751.36 USD),-751.36 USD (12),3.41%,41.35%,76%,309.02 USD,80 (246.40 USD),405.75 USD (6),-179.13 USD,12 (-751.36 USD),-751.36 USD (12),164.69 USD,1 353.68 USD (48.43%),29.52% (1 350.42 USD),10.08% (381.24 USD)
391,1321808,1 853,919 (49.59%),934 (50.40%),1 250.00 BRL,-528.00 BRL,"100 033.00 BRL
 (1 952 195 pips)","-96 570.00 BRL
 (1 493 994 pips)",17 (2 139.00 BRL),2 474.00 BRL (7),0.02,22.49%,11.26%,12 hours ago,32,1 hour,0.5,1 042 (56.23%),811 (43.77%),1.04,1.87 BRL,108.85 BRL,-103.39 BRL,18 (-1 471.00 BRL),-1 471.00 BRL (18),-5.13%,-62.30%,99%,1 250.00 BRL,17 (2 139.00 BRL),2 474.00 BRL (7),-528.00 BRL,18 (-1 471.00 BRL),-1 471.00 BRL (18),2 972.00 BRL,6 974.00 BRL (30.20%),37.91% (5 353.00 BRL),5.76% (859.00 BRL)
392,1543349,283,219 (77.38%),64 (22.61%),164.64 USD,-165.41 USD,"5 014.87 USD
 (906 479 pips)","-3 143.55 USD
 (665 358 pips)",16 (437.27 USD),437.27 USD (16),0.14,99.00%,9.47%,2 hours ago,36,2 days,2.31,283 (100.00%),0 (0.00%),1.6,6.61 USD,22.90 USD,-49.12 USD,7 (-807.78 USD),-807.78 USD (7),18.91%,,98%,164.64 USD,16 (437.27 USD),437.27 USD (16),-165.41 USD,7 (-807.78 USD),-807.78 USD (7),483.04 USD,808.62 USD (7.83%),7.83% (808.62 USD),29.43% (2 842.47 USD)
393,1305657,478,336 (70.29%),142 (29.71%),8.99 EUR,-37.27 EUR,"666.35 EUR
 (14 835 pips)","-491.07 EUR
 (8 126 pips)",31 (81.74 EUR),81.74 EUR (31),0.13,8.09%,13.33%,9 hours ago,39,2 hours,2.51,191 (39.96%),287 (60.04%),1.36,0.37 EUR,1.98 EUR,-3.46 EUR,7 (-17.62 EUR),-55.04 EUR (3),11.08%,134.45%,99%,8.99 EUR,31 (81.74 EUR),81.74 EUR (31),-37.27 EUR,7 (-17.62 EUR),-55.04 EUR (3),30.51 EUR,69.90 EUR (22.48%),6.88% (69.39 EUR),4.41% (51.21 EUR)
394,1115127,3 423,2 344 (68.47%),1 079 (31.52%),232.74 USD,-868.03 USD,"28 406.98 USD
 (611 497 pips)","-27 642.01 USD
 (560 006 pips)",26 (144.19 USD),824.37 USD (20),0.02,99.72%,68.73%,20 minutes ago,60,2 days,0.22,1 593 (46.54%),1 830 (53.46%),1.03,0.22 USD,12.12 USD,-25.62 USD,10 (-637.14 USD),-1 736.70 USD (9),8.46%,102.61%,68%,232.74 USD,26 (144.19 USD),824.37 USD (20),-868.03 USD,10 (-637.14 USD),-1 736.70 USD (9),1 456.24 USD,3 522.11 USD (86.63%),39.09% (2 606.22 USD),28.89% (3 710.14 USD)
395,1503736,254,160 (62.99%),94 (37.01%),152.73 GBP,-144.52 GBP,"2 301.64 GBP
 (44 956 pips)","-1 023.60 GBP
 (26 212 pips)",15 (650.84 GBP),650.84 GBP (15),0.21,16.56%,9.20%,4 hours ago,10,4 hours,6.95,176 (69.29%),78 (30.71%),2.25,5.03 GBP,14.39 GBP,-10.89 GBP,16 (-88.32 GBP),-144.52 GBP (1),19.58%,,44%,152.73 GBP,15 (650.84 GBP),650.84 GBP (15),-144.52 GBP,16 (-88.32 GBP),-144.52 GBP (1),0.03 GBP,184.00 GBP (16.82%),16.50% (130.71 GBP),17.76% (129.82 GBP)
396,1588565,287,205 (71.42%),82 (28.57%),2.57 USD,-2.68 USD,"131.94 USD
 (9 706 pips)","-68.97 USD
 (2 677 pips)",39 (26.84 USD),26.84 USD (39),0.4,10.77%,41.09%,9 hours ago,87,8 hours,5.74,139 (48.43%),148 (51.57%),1.91,0.22 USD,0.64 USD,-0.84 USD,12 (-8.64 USD),-8.64 USD (12),31.49%,,100%,2.57 USD,39 (26.84 USD),26.84 USD (39),-2.68 USD,12 (-8.64 USD),-8.64 USD (12),3.79 USD,10.97 USD (4.12%),4.39% (12.07 USD),12.11% (30.45 USD)
397,1347859,2 119,1 475 (69.60%),644 (30.39%),274.93 EUR,-1 021.46 EUR,"7 653.20 EUR
 (253 057 pips)","-10 711.83 EUR
 (223 831 pips)",25 (54.32 EUR),391.11 EUR (4),-0.03,4.65%,10.14%,59 minutes ago,22,2 hours,-0.67,1 023 (48.28%),1 096 (51.72%),0.71,-1.44 EUR,5.19 EUR,-16.63 EUR,17 (-106.54 EUR),-3 927.68 EUR (6),4.32%,52.41%,87%,274.93 EUR,25 (54.32 EUR),391.11 EUR (4),-1 021.46 EUR,17 (-106.54 EUR),-3 927.68 EUR (6),3 605.04 EUR,4 590.25 EUR (47.60%),48.15% (4 351.53 EUR),3.69% (10.74 EUR)
398,1594064,95,57 (60.00%),38 (40.00%),61.30 USD,-35.90 USD,"394.07 USD
 (17 654 pips)","-217.49 USD
 (18 440 pips)",10 (57.15 USD),61.30 USD (1),0.18,75.38%,20.00%,1 hour ago,35,8 hours,2.57,49 (51.58%),46 (48.42%),1.81,1.86 USD,6.91 USD,-5.72 USD,11 (-6.81 USD),-68.78 USD (4),45.81%,,89%,61.30 USD,10 (57.15 USD),61.30 USD (1),-35.90 USD,11 (-6.81 USD),-68.78 USD (4),1.78 USD,68.78 USD (32.95%),6.20% (68.78 USD),17.47% (17.51 USD)
399,1550185,385,354 (91.94%),31 (8.05%),25.75 USD,-178.09 USD,"1 551.01 USD
 (17 102 pips)","-997.91 USD
 (8 018 pips)",69 (36.22 USD),195.14 USD (45),0.11,31.58%,96.20%,2 hours ago,14,3 hours,1.33,148 (38.44%),237 (61.56%),1.55,1.44 USD,4.38 USD,-32.19 USD,3 (-9.41 USD),-178.09 USD (1),31.51%,,99%,25.75 USD,69 (36.22 USD),195.14 USD (45),-178.09 USD,3 (-9.41 USD),-178.09 USD (1),0.33 USD,415.29 USD (33.53%),45.40% (415.29 USD),52.61% (493.95 USD)
400,1467707,2 784,1 880 (67.52%),904 (32.47%),34.70 USD,-68.22 USD,"6 292.08 USD
 (688 859 pips)","-5 585.87 USD
 (596 728 pips)",17 (21.60 USD),141.88 USD (7),0.04,100.00%,5.47%,21 minutes ago,224,2 days,6.21,1 413 (50.75%),1 371 (49.25%),1.13,0.25 USD,3.35 USD,-6.18 USD,8 (-40.23 USD),-106.91 USD (5),5.57%,68.93%,99%,34.70 USD,17 (21.60 USD),141.88 USD (7),-68.22 USD,8 (-40.23 USD),-106.91 USD (5),0.00 USD,113.73 USD (7.81%),3.78% (40.74 USD),29.10% (653.84 USD)
401,1448598,760,557 (73.28%),203 (26.71%),30.30 SGD,-40.08 SGD,"1 773.61 SGD
 (40 488 pips)","-1 506.59 SGD
 (32 504 pips)",28 (118.09 SGD),118.09 SGD (28),0.08,22.56%,21.95%,25 minutes ago,138,4 hours,1.11,332 (43.68%),428 (56.32%),1.18,0.35 SGD,3.18 SGD,-7.42 SGD,5 (-138.81 SGD),-138.81 SGD (5),21.35%,259.03%,99%,30.30 SGD,28 (118.09 SGD),118.09 SGD (28),-40.08 SGD,5 (-138.81 SGD),-138.81 SGD (5),168.11 SGD,240.24 SGD (18.95%),16.73% (239.98 SGD),10.02% (122.47 SGD)
402,1594406,141,108 (76.59%),33 (23.40%),44.06 USD,-22.38 USD,"563.48 USD
 (25 635 pips)","-230.63 USD
 (17 534 pips)",20 (73.14 USD),128.27 USD (12),0.26,75.50%,4.50%,28 minutes ago,35,9 hours,7.36,68 (48.23%),73 (51.77%),2.44,2.36 USD,5.22 USD,-6.99 USD,3 (-43.14 USD),-43.14 USD (3),29.18%,,77%,44.06 USD,20 (73.14 USD),128.27 USD (12),-22.38 USD,3 (-43.14 USD),-43.14 USD (3),0.00 USD,45.20 USD (3.55%),3.55% (45.20 USD),22.90% (291.55 USD)
403,1268981,764,576 (75.39%),188 (24.61%),7.11 USD,-17.04 USD,"1 638.89 USD
 (165 968 pips)","-623.65 USD
 (58 425 pips)",20 (82.02 USD),86.26 USD (17),0.4,8.97%,28.05%,13 hours ago,51,2 hours,17.48,303 (39.66%),461 (60.34%),2.63,1.33 USD,2.85 USD,-3.32 USD,16 (-57.95 USD),-57.95 USD (16),12.97%,157.33%,100%,7.11 USD,20 (82.02 USD),86.26 USD (17),-17.04 USD,16 (-57.95 USD),-57.95 USD (16),0.04 USD,58.07 USD (3.54%),4.32% (46.15 USD),20.10% (206.14 USD)
404,1493638,367,348 (94.82%),19 (5.18%),15.97 USD,-11.67 USD,"271.27 USD
 (23 656 pips)","-107.13 USD
 (9 220 pips)",87 (57.13 USD),57.13 USD (87),0.24,47.37%,3.24%,9 hours ago,25,7 hours,10.39,198 (53.95%),169 (46.05%),2.53,0.45 USD,0.78 USD,-5.64 USD,2 (-15.72 USD),-15.72 USD (2),8.31%,100.82%,99%,15.97 USD,87 (57.13 USD),57.13 USD (87),-11.67 USD,2 (-15.72 USD),-15.72 USD (2),0.11 USD,15.80 USD (2.62%),2.63% (15.83 USD),8.31% (48.67 USD)
405,1359024,514,395 (76.84%),119 (23.15%),147.60 USD,-37.32 USD,"5 395.79 USD
 (71 156 pips)","-900.29 USD
 (23 017 pips)",33 (343.23 USD),503.02 USD (23),0.43,44.90%,12.72%,2 days ago,21,13 hours,24.1,96 (18.68%),418 (81.32%),5.99,8.75 USD,13.66 USD,-7.57 USD,7 (-186.52 USD),-186.52 USD (7),11.31%,137.20%,100%,147.60 USD,33 (343.23 USD),503.02 USD (23),-37.32 USD,7 (-186.52 USD),-186.52 USD (7),0.00 USD,186.52 USD (5.29%),5.29% (186.52 USD),42.02% (2 939.69 USD)
406,966598,1 277,993 (77.76%),284 (22.24%),153.40 USD,-68.01 USD,"4 604.85 USD
 (115 051 pips)","-2 593.89 USD
 (112 335 pips)",24 (22.69 USD),338.19 USD (18),0.11,78.42%,22.67%,2 hours ago,21,17 hours,7.6,593 (46.44%),684 (53.56%),1.78,1.57 USD,4.64 USD,-9.13 USD,8 (-264.54 USD),-264.54 USD (8),4.15%,50.38%,99%,153.40 USD,24 (22.69 USD),338.19 USD (18),-68.01 USD,8 (-264.54 USD),-264.54 USD (8),4.65 USD,264.54 USD (10.38%),10.38% (264.54 USD),54.87% (1 446.64 USD)
407,966602,1 278,996 (77.93%),282 (22.07%),153.40 USD,-68.01 USD,"4 632.53 USD
 (117 350 pips)","-2 609.12 USD
 (113 196 pips)",24 (23.14 USD),332.61 USD (12),0.11,78.06%,17.57%,2 hours ago,21,16 hours,7.65,592 (46.32%),686 (53.68%),1.78,1.58 USD,4.65 USD,-9.25 USD,8 (-264.50 USD),-264.50 USD (8),4.17%,50.65%,99%,153.40 USD,24 (23.14 USD),332.61 USD (12),-68.01 USD,8 (-264.50 USD),-264.50 USD (8),4.81 USD,264.50 USD (10.39%),10.39% (264.50 USD),54.89% (1 446.82 USD)
408,1174673,2 963,2 100 (70.87%),863 (29.13%),147.47 USD,-151.11 USD,"5 973.27 USD
 (186 837 pips)","-4 833.45 USD
 (116 678 pips)",41 (20.40 USD),197.50 USD (7),0.05,71.59%,10.77%,28 minutes ago,41,9 hours,1.45,1 335 (45.06%),1 628 (54.94%),1.24,0.38 USD,2.84 USD,-5.60 USD,39 (-5.51 USD),-350.64 USD (10),3.37%,40.86%,98%,147.47 USD,41 (20.40 USD),197.50 USD (7),-151.11 USD,39 (-5.51 USD),-350.64 USD (10),435.93 USD,786.67 USD (58.24%),7.79% (595.81 USD),12.58% (139.65 USD)
409,1471046,56,52 (92.85%),4 (7.14%),1 382.58 USD,-4 286.09 USD,"20 768.45 USD
 (16 767 pips)","-12 552.49 USD
 (6 112 pips)",19 (8 910.02 USD),8 910.02 USD (19),0.28,30.50%,29.55%,2 days ago,4,15 hours,0.83,24 (42.86%),32 (57.14%),1.65,146.71 USD,399.39 USD,-3 138.12 USD,1 (-4 286.09 USD),-4 286.09 USD (1),37.88%,459.66%,100%,1 382.58 USD,19 (8 910.02 USD),8 910.02 USD (19),-4 286.09 USD,1 (-4 286.09 USD),-4 286.09 USD (1),25.00 USD,9 856.33 USD (43.03%),45.84% (9 881.33 USD),33.49% (5 793.36 USD)
410,1460675,329,253 (76.89%),76 (23.10%),1.58 USD,-5.02 USD,"97.22 USD
 (11 812 pips)","-55.85 USD
 (4 850 pips)",18 (8.76 USD),8.76 USD (18),0.28,6.71%,15.86%,1 day ago,11,1 hour,6.25,163 (49.54%),166 (50.46%),1.74,0.13 USD,0.38 USD,-0.73 USD,4 (-0.32 USD),-6.42 USD (2),9.72%,117.90%,100%,1.58 USD,18 (8.76 USD),8.76 USD (18),-5.02 USD,4 (-0.32 USD),-6.42 USD (2),0.12 USD,6.62 USD (5.60%),5.49% (6.50 USD),6.56% (7.75 USD)
411,1523618,203,146 (71.92%),57 (28.08%),2 089.84 USD,-798.22 USD,"19 364.17 USD
 (22 958 pips)","-11 459.22 USD
 (18 587 pips)",12 (721.03 USD),2 182.21 USD (2),0.15,80.27%,7.34%,28 minutes ago,22,1 day,3.49,105 (51.72%),98 (48.28%),1.69,38.94 USD,132.63 USD,-201.04 USD,4 (-1 669.40 USD),-1 669.40 USD (4),7.80%,,99%,2 089.84 USD,12 (721.03 USD),2 182.21 USD (2),-798.22 USD,4 (-1 669.40 USD),-1 669.40 USD (4),4.56 USD,2 265.15 USD (4.56%),4.63% (2 301.83 USD),13.17% (6 397.40 USD)
412,1495905,258,109 (42.24%),149 (57.75%),59.50 USD,-14.63 USD,"660.04 USD
 (77 369 pips)","-599.95 USD
 (58 076 pips)",5 (35.77 USD),102.90 USD (3),0.05,91.75%,41.79%,1 hour ago,21,1 day,0.58,105 (40.70%),153 (59.30%),1.1,0.23 USD,6.06 USD,-4.03 USD,9 (-34.59 USD),-34.59 USD (9),-23.61%,-100.00%,55%,59.50 USD,5 (35.77 USD),102.90 USD (3),-14.63 USD,9 (-34.59 USD),-34.59 USD (9),0.00 USD,103.91 USD (31.63%),44.64% (103.89 USD),7.04% (19.44 USD)
413,1577690,379,262 (69.12%),117 (30.87%),341.77 USD,-204.88 USD,"9 911.29 USD
 (99 769 pips)","-4 122.89 USD
 (45 869 pips)",11 (169.88 USD),741.72 USD (4),0.29,100.00%,5.47%,26 minutes ago,80,2 days,8.32,239 (63.06%),140 (36.94%),2.4,15.27 USD,37.83 USD,-35.24 USD,5 (-695.89 USD),-695.89 USD (5),13.03%,,100%,341.77 USD,11 (169.88 USD),741.72 USD (4),-204.88 USD,5 (-695.89 USD),-695.89 USD (5),0.00 USD,695.89 USD (1.94%),1.94% (695.89 USD),17.78% (6 185.80 USD)
414,1489737,243,170 (69.95%),73 (30.04%),2 652.93 USD,-883.70 USD,"17 653.21 USD
 (30 066 pips)","-13 536.74 USD
 (26 465 pips)",12 (90.80 USD),4 047.13 USD (3),0.09,45.18%,65.94%,1 day ago,11,20 hours,1.74,118 (48.56%),125 (51.44%),1.3,16.94 USD,103.84 USD,-185.43 USD,4 (-2 177.05 USD),-2 177.05 USD (4),1.79%,21.66%,99%,2 652.93 USD,12 (90.80 USD),4 047.13 USD (3),-883.70 USD,4 (-2 177.05 USD),-2 177.05 USD (4),1 604.61 USD,2 364.55 USD (7.29%),7.71% (1 944.01 USD),41.35% (9 190.43 USD)
415,1447763,299,159 (53.17%),140 (46.82%),49.09 EUR,-37.17 EUR,"1 015.11 EUR
 (212 595 pips)","-816.41 EUR
 (348 974 pips)",14 (305.16 EUR),305.16 EUR (14),0.08,39.29%,74.34%,59 minutes ago,44,8 hours,0.77,119 (39.80%),180 (60.20%),1.24,0.66 EUR,6.38 EUR,-5.83 EUR,12 (-51.93 EUR),-98.35 EUR (5),4.65%,56.38%,97%,49.09 EUR,14 (305.16 EUR),305.16 EUR (14),-37.17 EUR,12 (-51.93 EUR),-98.35 EUR (5),20.28 EUR,256.90 EUR (15.67%),15.66% (256.72 EUR),4.63% (75.77 EUR)
416,1465015,346,277 (80.05%),69 (19.94%),474.99 USD,-281.19 USD,"7 118.46 USD
 (2 134 557 pips)","-3 472.56 USD
 (1 240 700 pips)",28 (291.22 USD),718.03 USD (5),0.22,15.27%,9.97%,13 minutes ago,20,2 hours,5.54,170 (49.13%),176 (50.87%),2.05,10.54 USD,25.70 USD,-50.33 USD,3 (-657.77 USD),-657.77 USD (3),14.16%,171.85%,97%,474.99 USD,28 (291.22 USD),718.03 USD (5),-281.19 USD,3 (-657.77 USD),-657.77 USD (3),0.00 USD,657.77 USD (16.26%),5.93% (657.77 USD),52.19% (2 130.74 USD)
417,1524893,376,261 (69.41%),115 (30.59%),106.08 USD,-39.75 USD,"3 026.23 USD
 (99 803 pips)","-1 179.66 USD
 (76 060 pips)",30 (220.88 USD),220.88 USD (30),0.31,77.61%,3.08%,22 hours ago,54,2 days,17.84,252 (67.02%),124 (32.98%),2.57,4.91 USD,11.59 USD,-10.26 USD,14 (-87.26 USD),-87.26 USD (14),8.29%,,99%,106.08 USD,30 (220.88 USD),220.88 USD (30),-39.75 USD,14 (-87.26 USD),-87.26 USD (14),0.28 USD,103.50 USD (0.80%),0.83% (107.63 USD),15.65% (1 905.36 USD)
418,1444879,1 904,1 374 (72.16%),530 (27.84%),4 788.48 USD,-1 416.00 USD,"51 373.61 USD
 (590 915 pips)","-33 774.71 USD
 (575 997 pips)",14 (166.32 USD),4 808.88 USD (3),0.05,100.00%,4.24%,17 hours ago,17,13 hours,3.91,973 (51.10%),931 (48.90%),1.52,9.24 USD,37.39 USD,-63.73 USD,6 (-4 501.66 USD),-4 501.66 USD (6),2.20%,26.74%,100%,4 788.48 USD,14 (166.32 USD),4 808.88 USD (3),-1 416.00 USD,6 (-4 501.66 USD),-4 501.66 USD (6),0.00 USD,4 501.66 USD (12.14%),12.14% (4 501.66 USD),32.58% (14 985.54 USD)
419,1458218,94,66 (70.21%),28 (29.79%),82.53 USD,-58.34 USD,"227.66 USD
 (2 413 pips)","-156.86 USD
 (1 543 pips)",15 (6.00 USD),122.19 USD (5),0.11,3.75%,40.05%,10 hours ago,8,1 hour,0.75,54 (57.45%),40 (42.55%),1.45,0.75 USD,3.45 USD,-5.60 USD,7 (-87.83 USD),-87.83 USD (7),9.20%,111.59%,89%,82.53 USD,15 (6.00 USD),122.19 USD (5),-58.34 USD,7 (-87.83 USD),-87.83 USD (7),81.73 USD,94.05 USD (72.17%),10.74% (90.58 USD),13.32% (42.79 USD)
420,1571349,525,511 (97.33%),14 (2.67%),10.98 USD,-28.68 USD,"169.58 USD
 (13 848 pips)","-94.57 USD
 (4 736 pips)",148 (43.51 USD),43.51 USD (148),0.1,80.39%,6.44%,25 minutes ago,39,2 hours,2.04,163 (31.05%),362 (68.95%),1.79,0.14 USD,0.33 USD,-6.76 USD,3 (-34.78 USD),-34.78 USD (3),31.87%,,96%,10.98 USD,148 (43.51 USD),43.51 USD (148),-28.68 USD,3 (-34.78 USD),-34.78 USD (3),0.00 USD,36.68 USD (15.97%),18.09% (36.68 USD),19.82% (32.37 USD)
421,1552824,232,181 (78.01%),51 (21.98%),103.50 USD,-40.34 USD,"1 346.99 USD
 (74 066 pips)","-521.45 USD
 (47 681 pips)",23 (98.26 USD),109.96 USD (6),0.29,80.24%,6.66%,22 hours ago,29,2 days,8.73,125 (53.88%),107 (46.12%),2.58,3.56 USD,7.44 USD,-10.22 USD,3 (-94.61 USD),-94.61 USD (3),8.62%,,100%,103.50 USD,23 (98.26 USD),109.96 USD (6),-40.34 USD,3 (-94.61 USD),-94.61 USD (3),8.00 USD,94.61 USD (1.84%),1.84% (94.61 USD),27.13% (1 389.95 USD)
422,1525035,1 981,1 532 (77.33%),449 (22.67%),106.54 USD,-457.90 USD,"5 569.64 USD
 (339 503 pips)","-4 078.67 USD
 (183 538 pips)",31 (112.07 USD),279.03 USD (13),0.07,99.16%,15.41%,1 hour ago,29,3 days,2.64,1 163 (58.71%),818 (41.29%),1.37,0.75 USD,3.64 USD,-9.08 USD,12 (-63.33 USD),-457.90 USD (1),-0.46%,-5.57%,98%,106.54 USD,31 (112.07 USD),279.03 USD (13),-457.90 USD,12 (-63.33 USD),-457.90 USD (1),167.07 USD,563.84 USD (5.42%),5.44% (566.23 USD),7.70% (781.88 USD)
423,1568446,59,56 (94.91%),3 (5.08%),87.67 USD,-456.41 USD,"984.13 USD
 (20 499 pips)","-973.22 USD
 (15 088 pips)",49 (922.68 USD),922.68 USD (49),0.06,65.09%,1.87%,3 days ago,6,16 hours,0.01,31 (52.54%),28 (47.46%),1.01,0.18 USD,17.57 USD,-324.41 USD,1 (-456.41 USD),-456.41 USD (1),-23.64%,,100%,87.67 USD,49 (922.68 USD),922.68 USD (49),-456.41 USD,1 (-456.41 USD),-456.41 USD (1),94.84 USD,846.55 USD (64.19%),36.25% (846.34 USD),19.89% (376.49 USD)
424,1547939,92,71 (77.17%),21 (22.83%),35.42 USD,-80.56 USD,"686.97 USD
 (3 638 pips)","-413.60 USD
 (1 614 pips)",16 (161.25 USD),161.25 USD (16),0.29,4.19%,13.19%,1 day ago,3,45 minutes,3.26,51 (55.43%),41 (44.57%),1.66,2.97 USD,9.68 USD,-19.70 USD,2 (-37.00 USD),-80.56 USD (1),9.48%,,100%,35.42 USD,16 (161.25 USD),161.25 USD (16),-80.56 USD,2 (-37.00 USD),-80.56 USD (1),0.07 USD,83.78 USD (18.78%),3.57% (82.17 USD),9.71% (226.30 USD)
425,1464710,105,99 (94.28%),6 (5.71%),97.70 USD,-219.05 USD,"1 085.79 USD
 (105 017 pips)","-357.02 USD
 (62 958 pips)",26 (306.91 USD),306.91 USD (26),0.26,13.00%,14.37%,17 hours ago,7,4 hours,3.33,58 (55.24%),47 (44.76%),3.04,6.94 USD,10.97 USD,-59.50 USD,1 (-219.05 USD),-219.05 USD (1),19.24%,233.39%,100%,97.70 USD,26 (306.91 USD),306.91 USD (26),-219.05 USD,1 (-219.05 USD),-219.05 USD (1),0.00 USD,219.05 USD (15.90%),15.90% (219.05 USD),17.79% (182.09 USD)
426,1576325,83,26 (31.32%),57 (68.67%),99.90 USD,-17.97 USD,"771.46 USD
 (128 482 pips)","-667.39 USD
 (39 856 pips)",3 (119.70 USD),119.70 USD (3),0.07,84.68%,5.90%,1 day ago,14,16 hours,0.59,34 (40.96%),49 (59.04%),1.16,1.25 USD,29.67 USD,-11.71 USD,8 (-92.18 USD),-92.18 USD (8),10.41%,,0%,99.90 USD,3 (119.70 USD),119.70 USD (3),-17.97 USD,8 (-92.18 USD),-92.18 USD (8),53.05 USD,177.27 USD (15.27%),15.25% (176.98 USD),3.76% (39.40 USD)
