,symbol,ordertype,openorder_time,openorder_price,openorder_volume,openorder_commission,closeorder_time,closeorder_price,closeorder_volume,closeorder_commission,takeprofit,stopLoss,profit,swap,balance,openTradeDetails,openClosestrategies,type,id,dfoentity_id,pip_value,volatility,drawDown
196,EURGBP,Long,2022-06-13T11:16:46,0.85758,1.0,0,2022-06-13T12:58:46,0.85778,1.0,0,0.85778,0.0,24.4,0.0,0,,,,11774,148,1.221556117985981,,
197,GBPUSD,Short,2022-06-13T13:11:04,1.21818,1.0,0,2022-06-13T13:49:36,1.21767,1.0,0,1.21768,0.0,51.0,0.0,0,,,,11776,148,1.21819,,
198,GBPJPY,Short,2022-06-13T11:19:10,164.118,0.1,0,2022-06-13T14:41:51,163.678,0.1,0,0.0,0.0,32.8,0.0,0,,,,11775,148,0.00744429953928284,,
199,GBPJPY,Short,2022-06-13T15:05:09,163.243,1.0,0,2022-06-13T15:06:48,163.212,1.0,0,163.213,0.0,23.15,0.0,0,,,,11778,148,0.007466405220748185,,
200,GBPJPY,Short,2022-06-13T15:15:08,163.261,0.5,0,2022-06-13T15:16:10,163.204,0.5,0,163.211,0.0,21.3,0.0,0,,,,11779,148,0.007469142986652621,,
201,GBPJPY,Short,2022-06-13T15:18:54,163.272,0.5,0,2022-06-13T15:24:15,163.251,0.5,0,163.252,0.0,7.84,0.0,0,,,,11780,148,0.007468845347939566,,
202,GBPJPY,Short,2022-06-13T15:25:58,163.215,1.0,0,2022-06-13T15:26:50,163.162,1.0,0,163.165,0.0,39.57,0.0,0,,,,11781,148,0.007463646892291854,,
203,GBPJPY,Short,2022-06-13T15:37:46,163.01,1.0,0,2022-06-13T15:39:31,162.96,1.0,0,162.96,0.0,37.38,0.0,0,,,,11782,148,0.00747262387504831,,
204,GBPJPY,Short,2022-06-13T15:43:58,162.986,1.0,0,2022-06-13T15:49:02,162.936,1.0,0,162.936,0.0,37.39,0.0,0,,,,11783,148,0.00747869178620554,,
205,CHFJPY,Long,2022-06-08T15:59:36,137.756,2.0,0,2022-06-13T15:56:52,134.483,2.0,0,0.0,0.0,-4898.49,-33.25,0,,,,11754,148,0.007459459484749045,,
206,CHFJPY,Short,2022-06-09T17:03:21,137.081,2.0,0,2022-06-13T15:57:09,134.489,2.0,0,0.0,0.0,3880.01,0.26,0,,,,11762,148,0.007455744603485307,,
207,GBPUSD,Short,2022-06-13T14:00:13,1.2162,1.0,0,2022-06-13T16:18:53,1.2161,1.0,0,1.2161,0.0,10.0,0.0,0,,,,11777,148,1.21603,,
208,CHFJPY,Short,2022-06-13T15:59:02,134.516,1.0,0,2022-06-13T16:21:04,134.411,1.0,0,134.416,0.0,78.5,0.0,0,,,,11784,148,0.007482814702675126,,
209,CHFJPY,Short,2022-06-13T16:00:37,134.488,0.2,0,2022-06-13T16:21:11,134.385,0.2,0,134.388,0.0,15.4,0.0,0,,,,11785,148,0.007485305947329912,,
210,GBPJPY,Short,2022-06-13T16:25:28,162.432,1.0,0,2022-06-13T16:26:26,162.33,1.0,0,162.332,0.0,76.29,0.0,0,,,,11787,148,0.007479143193138649,,
211,CHFJPY,Short,2022-06-13T16:23:18,134.319,1.0,0,2022-06-13T16:46:16,134.309,1.0,0,134.309,0.0,7.48,0.0,0,,,,11786,148,0.007478936845793089,,
212,GBPJPY,Short,2022-06-13T16:27:21,162.368,1.0,0,2022-06-13T16:55:47,162.299,1.0,0,162.299,0.0,51.56,0.0,0,,,,11788,148,0.007478962607035051,,
213,GBPJPY,Short,2022-06-13T16:30:12,162.519,0.2,0,2022-06-13T16:55:47,162.299,0.2,0,162.3,0.0,32.88,0.0,0,,,,11789,148,0.007473752230906517,,
214,EURGBP,Long,2022-06-14T09:09:47,0.85862,0.2,0,2022-06-14T09:18:49,0.85873,0.2,0,0.85872,0.0,2.68,0.0,0,,,,11790,148,1.216432165486396,,
215,EURGBP,Long,2022-06-14T09:32:42,0.85827,0.2,0,2022-06-14T09:39:43,0.85837,0.2,0,0.85837,0.0,2.44,0.0,0,,,,11791,148,1.218693200354197,,
216,CADCHF,Short,2022-06-14T10:00:13,0.76816,1.0,0,2022-06-14T10:07:33,0.76736,1.0,0,0.76736,0.0,80.79,0.0,0,,,,11792,148,1.010234794066174,,
217,GBPCHF,Short,2022-06-14T10:01:13,1.20612,1.0,0,2022-06-14T10:17:22,1.20584,1.0,0,1.20562,0.0,28.27,0.0,0,,,,11793,148,1.009584532090771,,
218,AUDCHF,Short,2022-06-14T10:27:10,0.68593,1.0,0,2022-06-14T10:30:54,0.68538,1.0,0,0.68493,0.68548,55.64,0.0,0,,,,11794,148,1.011491403322007,,
219,USDCAD,Long,2022-06-14T11:02:19,1.29125,0.5,0,2022-06-14T11:26:23,1.29155,0.5,0,1.29155,0.0,11.61,0.0,0,,,,11796,148,0.7746293398608766,,
220,AUDCHF,Long,2022-06-14T11:22:58,0.6872,1.0,0,2022-06-14T12:03:25,0.68728,1.0,0,0.0,0.0,8.05,0.0,0,,,,11798,148,1.009665351751845,,
221,AUDCHF,Long,2022-06-14T11:20:16,0.68684,1.0,0,2022-06-14T12:10:15,0.68691,1.0,0,0.0,0.0,7.05,0.0,0,,,,11797,148,1.01022548505506,,
222,USDCHF,Long,2022-06-14T11:58:13,0.99343,1.0,0,2022-06-14T12:25:00,0.99339,1.0,0,0.99353,0.0,-4.03,0.0,0,,,,11799,148,1.006988500191328,,
223,EURGBP,Long,2022-06-14T13:00:47,0.86341,0.5,0,2022-06-14T13:19:37,0.86391,0.5,0,0.86391,0.0,30.19,0.0,0,,,,11801,148,1.208708847855802,,
224,AUDCHF,Short,2022-06-14T10:33:12,0.68465,1.0,0,2022-06-14T13:45:46,0.68444,1.0,0,0.68415,0.0,21.15,0.0,0,,,,11795,148,1.012045554095489,,
225,USDCAD,Long,2022-06-14T12:28:49,1.29349,0.5,0,2022-06-14T13:59:52,1.29359,0.5,0,1.29359,0.0,3.87,0.0,0,,,,11800,148,0.7732875547100945,,
226,GBPCAD,Short,2022-06-14T16:00:11,1.55648,1.0,0,2022-06-14T16:06:01,1.5554,1.0,0,1.55548,0.0,83.64,0.0,0,,,,11802,148,0.7743193411196341,,
227,GBPUSD,Short,2022-06-14T16:11:27,1.20159,1.0,0,2022-06-14T16:17:15,1.20058,1.0,0,1.20059,0.0,101.0,0.0,0,,,,11803,148,1.2019,,
228,GBPCAD,Short,2022-06-14T16:12:10,1.55205,1.0,0,2022-06-14T16:18:37,1.55154,1.0,0,1.55155,0.0,39.47,0.0,0,,,,11804,148,0.7739392026385462,,
229,CADCHF,Long,2022-06-14T16:41:54,0.77327,1.0,0,2022-06-14T16:45:00,0.77357,1.0,0,0.77357,0.0,30.01,0.0,0,,,,11806,148,1.001365497440649,,
230,USDCHF,Long,2022-06-14T16:40:03,0.99936,1.0,0,2022-06-14T16:50:46,0.99946,1.0,0,0.99946,0.0,10.01,0.0,0,,,,11805,148,1.000920847179405,,
231,GBPJPY,Long,2022-06-14T16:51:41,161.772,0.05,0,2022-06-14T16:51:53,159.041,0.05,0,0.0,0.0,-101.45,-61.6,0,,,,11808,148,0.00742939267501159,,
232,GBPJPY,Short,2022-06-14T16:51:36,161.735,0.05,0,2022-06-14T16:52:01,166.699,0.05,0,0.0,0.0,-184.43,19.77,0,,,,11807,148,0.00742939267501159,,
233,EURGBP,Short,2022-06-15T09:47:56,0.8699,1.0,0,2022-06-15T09:51:56,0.86977,1.0,0,0.0,0.0,15.65,0.0,0,,,,11810,148,1.20389063056235,,
234,EURGBP,Short,2022-06-15T10:08:25,0.86894,1.0,0,2022-06-15T10:30:29,0.86889,1.0,0,0.0,0.0,6.03,0.0,0,,,,11811,148,1.206090447867653,,
235,EURGBP,Short,2022-06-15T11:19:09,0.86717,1.0,0,2022-06-15T12:05:23,0.86705,1.0,0,0.86707,0.0,14.52,0.0,0,,,,11813,148,1.209055576699074,,
236,EURGBP,Short,2022-06-15T13:07:48,0.86603,2.0,0,2022-06-15T13:49:47,0.8643,2.0,0,0.8643,0.0,419.18,0.0,0,,,,11815,148,1.209793034986668,,
237,CADCHF,Long,2022-06-15T13:01:12,0.77312,1.0,0,2022-06-15T14:11:19,0.77315,1.0,0,0.77322,0.0,3.0,0.0,0,,,,11814,148,1.001433983564372,,
238,EURGBP,Short,2022-06-15T14:00:35,0.86337,1.0,0,2022-06-15T14:11:46,0.86317,1.0,0,0.86317,0.0,24.17,0.0,0,,,,11816,148,1.211277394245471,,
239,EURGBP,Short,2022-06-15T16:35:27,0.86182,1.0,0,2022-06-15T16:39:47,0.86162,1.0,0,0.86162,0.0,24.19,0.0,0,,,,11819,148,1.208992284040146,,
240,GBPJPY,Long,2022-06-07T17:01:37,166.699,4.0,0,2022-06-15T17:02:54,163.809,4.0,0,0.0,0.0,-9957.35,-6.94,0,,,,11739,148,0.007549363229345464,,
241,GBPJPY,Short,2022-06-15T17:02:20,162.437,0.05,0,2022-06-15T17:03:17,162.435,0.05,0,0.0,0.0,0.07,0.0,0,,,,11820,148,0.007428191440234959,,
242,CHFJPY,Short,2022-06-15T16:07:02,134.399,1.0,0,2022-06-15T17:15:00,134.387,1.0,0,134.389,0.0,8.91,0.0,0,,,,11818,148,0.007440713172208103,,
243,CADCHF,Long,2022-06-15T15:53:36,0.77373,1.0,0,2022-06-16T03:12:39,0.77393,1.0,0,0.77393,0.0,20.09,10.35,0,,,,11817,148,0.9996513667875064,,
244,GBPJPY,Long,2022-06-15T17:02:27,162.493,0.05,0,2022-06-16T08:19:09,163.03,0.05,0,0.0,0.0,20.0,0.44,0,,,,11821,148,0.007428191440234959,,
245,CADCHF,Short,2022-06-16T09:37:40,0.75641,1.0,0,2022-06-16T09:39:06,0.7563,1.0,0,0.75631,0.0,11.23,0.0,0,,,,11822,148,1.019043451955725,,
246,EURJPY,Short,2022-06-16T10:42:33,139.033,1.0,0,2022-06-16T10:50:26,138.933,1.0,0,138.933,0.0,74.87,0.0,0,,,,11823,148,0.007475965514018019,,
247,EURJPY,Short,2022-06-16T10:56:02,138.731,1.0,0,2022-06-16T10:58:51,138.631,1.0,0,138.631,0.0,75.12,0.0,0,,,,11824,148,0.007501099487386537,,
248,CADJPY,Short,2022-06-16T10:57:02,103.096,1.0,0,2022-06-16T11:00:35,102.994,1.0,0,102.996,0.0,76.63,0.0,0,,,,11825,148,0.007505528968930444,,
249,USDJPY,Short,2022-06-16T11:01:04,133.135,1.0,0,2022-06-16T11:14:22,133.097,1.0,0,133.1,0.0,28.55,0.0,0,,,,11826,148,0.007513373805373565,,
250,EURJPY,Short,2022-06-16T11:21:56,138.39,1.0,0,2022-06-16T11:25:22,138.338,1.0,0,138.34,0.0,39.18,0.0,0,,,,11827,148,0.007528018394527917,,
251,EURGBP,Short,2022-06-16T12:09:13,0.85563,1.0,0,2022-06-16T12:14:17,0.855,1.0,0,0.855,0.0,76.64,0.0,0,,,,11829,148,1.216341657313879,,
252,EURGBP,Long,2022-06-16T12:07:50,0.8564,1.0,0,2022-06-16T12:33:00,0.8565,1.0,0,0.8565,0.0,12.15,0.0,0,,,,11828,148,1.213883020321455,,
253,EURGBP,Long,2022-06-16T13:05:38,0.86047,1.0,0,2022-06-16T13:06:07,0.86067,1.0,0,0.86067,0.0,24.15,0.0,0,,,,11831,148,1.206754434847218,,
254,EURGBP,Short,2022-06-16T13:16:25,0.86242,1.0,0,2022-06-16T13:21:58,0.86092,1.0,0,0.86092,0.0,181.32,0.0,0,,,,11832,148,1.204253988113857,,
255,EURGBP,Short,2022-06-16T13:03:03,0.86093,1.0,0,2022-06-16T13:21:58,0.86086,1.0,0,0.86088,0.0,8.46,0.0,0,,,,11830,148,1.207212962425228,,
256,EURGBP,Long,2022-06-16T13:34:57,0.85912,0.5,0,2022-06-16T13:35:19,0.86704,0.5,0,0.0,0.0,480.16,9.92,0,,,,11833,148,1.212500290920939,,
257,EURGBP,Short,2022-06-15T11:17:23,0.86704,1.0,0,2022-06-16T13:35:19,0.85912,0.5,0,0.0,0.0,0.0,0.0,0,,,,11812,148,1.209653057224227,,
258,EURGBP,Long,2022-06-15T09:06:34,0.87128,1.0,0,2022-06-16T13:35:28,0.85883,0.5,0,0.0,0.0,0.0,0.0,0,,,,11809,148,1.201577895679735,,
259,EURGBP,Short,2022-06-16T13:35:04,0.85883,0.5,0,2022-06-16T13:35:28,0.87128,0.5,0,0.0,0.0,-754.65,-20.37,0,,,,11834,148,1.212910136692825,,
260,AUDJPY,Short,2022-06-16T14:00:01,92.308,1.0,0,2022-06-16T17:01:02,92.257,1.0,0,92.258,0.0,38.48,0.0,0,,,,11835,148,0.007527975474743536,,
261,AUDCAD,Long,2022-06-16T18:06:54,0.90552,1.0,0,2022-06-17T08:41:12,0.90637,1.0,0,0.0,0.0,65.51,-1.91,0,,,,11836,148,0.7736585042432814,,
262,GBPUSD,Long,2022-06-17T09:36:06,1.23151,1.0,0,2022-06-17T12:04:38,1.23193,1.0,0,0.0,0.0,42.0,0.0,0,,,,11839,148,1.23118,,
263,USDCAD,Long,2022-06-17T09:03:20,1.29859,1.0,0,2022-06-17T13:42:27,1.29874,1.0,0,1.299,0.0,11.55,0.0,0,,,,11838,148,0.770291401237088,,
264,AUDCAD,Long,2022-06-17T09:56:36,0.90678,1.0,0,2022-06-17T13:59:34,0.90686,1.0,0,0.0,0.0,6.16,0.0,0,,,,11840,148,0.7714597839400593,,
265,GBPUSD,Short,2022-06-17T09:01:50,1.22584,1.0,0,2022-06-17T15:12:41,1.22483,1.0,0,1.22484,0.0,101.0,0.0,0,,,,11837,148,1.22646,,
