,symbol,ordertype,openorder_time,openorder_price,openorder_volume,openorder_commission,closeorder_time,closeorder_price,closeorder_volume,closeorder_commission,takeprofit,stopLoss,profit,swap,balance,openTradeDetails,openClosestrategies,type,id,dfoentity_id,pip_value,volatility,drawDown
34,AUDCHF,Long,2022-06-08T09:16:49,0.70247,5.0,0,2022-06-08T09:44:39,0.7031,5.0,0,0.0,0.0,322.75,0.0,0,,,,11874,149,,,
35,GBPCAD,Short,2022-06-08T09:59:20,1.57366,5.0,0,2022-06-08T10:12:46,1.57481,5.0,0,0.0,0.0,-458.43,0.0,0,,,,11875,149,,,
36,GBPCAD,Short,2022-06-08T10:00:46,1.57346,5.0,0,2022-06-08T10:13:03,1.57456,5.0,0,0.0,0.0,-438.5,0.0,0,,,,11876,149,,,
37,GBPCAD,Long,2022-06-08T10:10:02,1.57494,10.0,0,2022-06-08T10:17:22,1.57317,10.0,0,0.0,0.0,-1410.13,0.0,0,,,,11878,149,,,
38,GBPCAD,Long,2022-06-08T10:09:36,1.57487,10.0,0,2022-06-08T10:17:23,1.57318,10.0,0,0.0,0.0,-1346.4,0.0,0,,,,11877,149,,,
39,EURJPY,Long,2022-06-08T11:59:34,143.2,5.0,0,2022-06-08T12:10:15,143.4,5.0,0,143.4,0.0,747.33,0.0,0,,,,11880,149,,,
40,CHFJPY,Long,2022-06-08T12:59:52,137.117,5.0,0,2022-06-08T13:35:32,137.279,5.0,0,137.317,0.0,604.53,0.0,0,,,,11881,149,,,
41,EURJPY,Long,2022-06-08T13:02:34,143.584,5.0,0,2022-06-08T13:46:43,143.881,5.0,0,0.0,0.0,1107.82,0.0,0,,,,11882,149,,,
42,EURJPY,Short,2022-06-09T08:11:44,143.422,5.0,0,2022-06-09T09:39:54,142.925,5.0,0,142.935,0.0,1862.94,0.0,0,,,,11885,149,,,
43,EURJPY,Long,2022-06-09T11:01:00,143.245,5.0,0,2022-06-09T14:25:15,143.918,5.0,0,0.0,0.0,2513.65,0.0,0,,,,11887,149,,,
44,USDCHF,Short,2022-06-08T16:00:05,0.97369,5.0,0,2022-06-09T16:00:18,0.97323,5.0,0,0.0,0.0,236.33,-90.53,0,,,,11884,149,,,
45,USDCHF,Short,2022-06-09T16:01:26,0.97253,5.0,0,2022-06-09T16:13:06,0.97448,5.0,0,0.0,0.0,-1000.53,0.0,0,,,,11888,149,,,
46,EURJPY,Short,2022-06-09T16:02:04,142.772,5.0,0,2022-06-09T16:16:24,142.634,5.0,0,0.0,0.0,515.37,0.0,0,,,,11889,149,,,
47,EURJPY,Short,2022-06-09T16:19:34,142.596,2.0,0,2022-06-09T16:19:43,144.123,2.0,0,0.0,0.0,-280.81,-44.04,0,,,,11890,149,,,
48,USDCHF,Long,2022-06-08T10:59:34,0.97899,10.0,0,2022-06-09T17:07:41,0.97917,10.0,0,0.0,0.0,183.83,87.44,0,,,,11879,149,,,
49,EURJPY,Short,2022-06-09T10:00:20,142.841,5.0,0,2022-06-09T17:22:16,143.055,5.0,0,0.0,0.0,-797.61,0.0,0,,,,11886,149,,,
50,EURJPY,Short,2022-06-09T17:43:23,142.844,2.0,0,2022-06-10T08:01:13,142.161,2.0,0,0.0,0.0,1021.85,-1.07,0,,,,11891,149,,,
51,EURJPY,Short,2022-06-09T17:44:11,142.838,1.0,0,2022-06-10T08:05:38,142.23,1.0,0,0.0,0.0,454.52,-0.54,0,,,,11892,149,,,
52,EURJPY,Short,2022-06-10T08:08:49,142.161,0.5,0,2022-06-10T08:08:58,144.123,0.5,0,0.0,0.0,-733.35,-8.26,0,,,,11895,149,,,
53,GBPJPY,Short,2022-06-10T08:00:14,167.226,4.0,0,2022-06-10T08:52:07,167.207,4.0,0,167.156,0.0,56.79,0.0,0,,,,11894,149,,,
54,GBPJPY,Short,2022-06-10T08:00:01,167.237,1.0,0,2022-06-10T08:52:08,167.204,1.0,0,167.167,0.0,24.66,0.0,0,,,,11893,149,,,
55,EURJPY,Short,2022-06-10T09:04:58,142.15,2.5,0,2022-06-10T09:27:32,142.117,2.5,0,142.12,0.0,61.76,0.0,0,,,,11897,149,,,
56,CADCHF,Short,2022-06-10T08:59:48,0.77009,0.5,0,2022-06-10T09:27:43,0.76909,0.5,0,0.76909,0.0,51.19,0.0,0,,,,11896,149,,,
57,EURJPY,Short,2022-06-10T10:00:43,141.935,5.0,0,2022-06-10T10:01:12,142.123,5.0,0,0.0,0.0,-703.21,0.0,0,,,,11898,149,,,
58,EURJPY,Short,2022-06-10T13:02:15,141.668,0.5,0,2022-06-10T13:02:26,144.123,0.5,0,0.0,0.0,-917.62,0.0,0,,,,11902,149,,,
59,GBPJPY,Short,2022-06-10T12:56:17,166.419,5.0,0,2022-06-10T14:37:06,166.209,5.0,0,166.219,0.0,785.05,0.0,0,,,,11901,149,,,
60,EURJPY,Long,2022-06-10T14:51:38,141.17,1.0,0,2022-06-10T14:51:49,141.802,1.0,0,0.0,0.0,471.63,0.0,0,,,,11903,149,,,
61,EURJPY,Short,2022-06-10T14:52:21,141.161,0.2,0,2022-06-10T14:52:30,144.123,0.2,0,0.0,0.0,-442.23,0.0,0,,,,11904,149,,,
62,EURCHF,Short,2022-06-10T11:01:35,1.0391,5.0,0,2022-06-10T14:54:30,1.03799,5.0,0,1.0361,0.0,563.6,0.0,0,,,,11899,149,,,
63,EURJPY,Short,2022-06-10T14:54:50,141.015,0.2,0,2022-06-10T14:55:03,144.123,0.2,0,0.0,0.0,-464.39,0.0,0,,,,11905,149,,,
64,EURJPY,Long,2022-06-10T15:05:05,141.152,1.0,0,2022-06-10T15:05:14,141.802,1.0,0,0.0,0.0,485.51,0.0,0,,,,11906,149,,,
65,EURJPY,Short,2022-06-10T15:07:43,141.047,0.2,0,2022-06-10T15:07:54,144.123,0.2,0,0.0,0.0,-459.68,0.0,0,,,,11907,149,,,
66,EURJPY,Long,2022-06-10T15:17:25,141.338,1.0,0,2022-06-10T15:17:34,141.802,1.0,0,0.0,0.0,345.75,0.0,0,,,,11908,149,,,
67,EURJPY,Short,2022-06-13T08:30:32,141.179,0.4,0,2022-06-13T08:30:40,144.123,0.4,0,0.0,0.0,-874.63,-3.94,0,,,,11909,149,,,
68,EURJPY,Short,2022-06-13T09:04:10,140.971,0.5,0,2022-06-13T09:04:22,144.123,0.5,0,0.0,0.0,-1171.51,0.0,0,,,,11913,149,,,
69,EURJPY,Long,2022-06-08T14:59:40,144.123,5.0,0,2022-06-13T09:49:21,141.838,5.0,0,144.223,0.0,-1172.99,0.0,0,,,,11883,149,,,
70,CHFJPY,Short,2022-06-13T09:02:25,135.825,5.0,0,2022-06-13T10:27:41,135.806,5.0,0,135.4,0.0,70.64,0.0,0,,,,11911,149,,,
71,GBPJPY,Short,2022-06-13T09:02:52,164.983,5.0,0,2022-06-13T10:36:45,164.472,5.0,0,0.0,0.0,1900.12,0.0,0,,,,11912,149,,,
72,EURJPY,Short,2022-06-10T12:03:28,141.802,5.0,0,2022-06-13T10:44:49,140.986,5.0,0,0.0,0.0,1737.25,-0.84,0,,,,11900,149,,,
73,EURJPY,Short,2022-06-13T09:02:05,140.964,2.0,0,2022-06-13T10:44:51,140.64,2.0,0,0.0,0.0,482.71,0.0,0,,,,11910,149,,,
74,EURUSD,Short,2022-06-13T12:02:45,1.04596,5.0,0,2022-06-13T14:01:08,1.0449,5.0,0,1.04346,0.0,530.0,0.0,0,,,,11915,149,,,
75,GBPJPY,Short,2022-06-13T10:59:55,164.123,2.0,0,2022-06-13T15:52:57,162.892,2.0,0,162.0,0.0,1841.77,0.0,0,,,,11914,149,,,
76,GBPJPY,Short,2022-06-13T13:01:08,163.95,2.0,0,2022-06-13T15:54:03,162.865,2.0,0,162.0,0.0,1623.07,0.0,0,,,,11916,149,,,
77,GBPJPY,Short,2022-06-13T15:01:15,163.452,2.0,0,2022-06-13T15:55:47,162.776,2.0,0,162.0,0.0,1011.89,0.0,0,,,,11918,149,,,
78,EURUSD,Short,2022-06-13T14:00:00,1.0445,2.0,0,2022-06-13T16:00:15,1.04405,2.0,0,1.0435,0.0,90.0,0.0,0,,,,11917,149,,,
79,GBPJPY,Short,2022-06-16T10:59:39,161.527,2.0,0,2022-06-16T11:00:58,161.424,2.0,0,161.427,0.0,154.77,0.0,0,,,,11920,149,,,
80,EURJPY,Short,2022-06-16T10:59:10,138.555,2.0,0,2022-06-16T11:15:51,138.452,2.0,0,138.455,0.0,154.94,0.0,0,,,,11919,149,,,
81,EURCHF,Short,2022-06-20T10:00:19,1.01497,2.0,0,2022-06-20T12:45:22,1.01396,2.0,0,1.01397,0.0,209.94,0.0,0,,,,11921,149,,,
82,AUDCHF,Long,2022-06-20T12:18:05,0.67453,2.0,0,2022-06-20T14:08:10,0.67477,2.0,0,0.67603,0.0,49.67,0.0,0,,,,11922,149,,,
83,GBPCAD,Short,2022-06-21T09:04:11,1.5888,2.0,0,2022-06-21T09:44:29,1.58768,2.0,0,1.5868,0.0,173.5,0.0,0,,,,11923,149,,,
