,symbol,ordertype,openorder_time,openorder_price,openorder_volume,openorder_commission,closeorder_time,closeorder_price,closeorder_volume,closeorder_commission,takeprofit,stopLoss,profit,swap,balance,openTradeDetails,openClosestrategies,type,id,dfoentity_id,pip_value,volatility,drawDown
40,EURJPY,Long,2022-06-10T15:30:58,141.39,1.0,0,2022-06-10T15:31:04,141.006,1.0,0,0.0,0.0,-286.29,0.0,0,,,,11539,147,0.007456963950896805,,
41,CHFJPY,Short,2022-06-10T16:00:54,135.728,1.0,0,2022-06-10T16:00:59,137.812,1.0,0,0.0,0.0,-1552.81,0.0,0,,,,11540,147,0.007451877996285571,,
42,CHFJPY,Short,2022-06-10T16:03:14,135.65,1.0,0,2022-06-10T16:31:46,135.693,1.0,0,0.0,0.0,-32.06,0.0,0,,,,11541,147,0.007452755223551845,,
43,EURUSD,Short,2022-06-13T08:59:42,1.04706,5.0,0,2022-06-13T10:02:14,1.04606,5.0,0,1.04606,0.0,500.0,0.0,0,,,,11542,147,1.04705,,
44,USDCAD,Long,2022-06-13T10:59:43,1.28479,5.0,0,2022-06-13T11:55:47,1.2858,5.0,0,1.28579,0.0,392.75,0.0,0,,,,11543,147,0.7786464010963341,,
45,CHFJPY,Long,2022-06-13T12:59:29,135.461,2.0,0,2022-06-13T12:59:40,136.283,2.0,0,0.0,0.0,1222.48,0.66,0,,,,11545,147,0.007439290809229092,,
46,EURJPY,Short,2022-06-13T13:00:18,140.75,0.5,0,2022-06-13T13:00:26,144.134,0.5,0,0.0,0.0,-1258.15,-8.45,0,,,,11546,147,0.007437456925033572,,
47,GBPUSD,Short,2022-06-13T12:02:39,1.21992,5.0,0,2022-06-13T13:09:03,1.21842,5.0,0,1.21842,0.0,750.0,0.0,0,,,,11544,147,1.21998,,
48,EURJPY,Short,2022-06-13T15:02:31,140.29,0.4,0,2022-06-13T15:02:37,144.134,0.4,0,0.0,0.0,-1146.93,0.0,0,,,,11548,147,0.007458586376985146,,
49,EURUSD,Short,2022-06-13T13:59:41,1.0445,5.0,0,2022-06-13T16:42:55,1.0425,5.0,0,1.0425,0.0,1000.0,0.0,0,,,,11547,147,1.04442,,
50,EURUSD,Short,2022-06-13T16:57:23,1.04216,5.0,0,2022-06-13T21:28:30,1.0411,5.0,0,1.04116,0.0,530.0,0.0,0,,,,11550,147,1.0421,,
51,EURJPY,Short,2022-06-13T21:56:08,139.869,0.3,0,2022-06-13T21:56:22,144.134,0.3,0,0.0,0.0,-952.54,0.0,0,,,,11551,147,0.007444602546960022,,
52,CHFJPY,Short,2022-06-13T21:57:50,134.568,0.2,0,2022-06-13T21:57:59,137.812,0.2,0,0.0,0.0,-483.1,-9.99,0,,,,11552,147,0.007448707533266603,,
53,EURJPY,Long,2022-06-13T23:39:53,139.967,1.0,0,2022-06-13T23:40:02,141.006,1.0,0,0.0,0.0,772.73,-2.41,0,,,,11553,147,0.007439983414118018,,
54,CHFJPY,Long,2022-06-08T16:00:44,137.812,5.0,0,2022-06-13T23:40:57,136.01,5.0,0,0.0,0.0,-3184.09,-9.45,0,,,,11526,147,0.007459829248808341,,
55,CHFJPY,Short,2022-06-09T09:59:58,136.283,5.0,0,2022-06-13T23:42:20,136.755,5.0,0,0.0,0.0,207.27,0.0,0,,,,11528,147,0.007495295538405018,,
56,CHFJPY,Long,2022-06-13T23:40:48,134.896,0.2,0,2022-06-13T23:42:27,134.662,0.2,0,0.0,0.0,-34.81,0.0,0,,,,11554,147,0.007451312057011078,,
57,EURJPY,Long,2022-06-13T23:45:35,139.968,0.2,0,2022-06-13T23:45:44,141.006,0.2,0,0.0,0.0,154.41,0.0,0,,,,11555,147,0.007439930225409103,,
58,EURGBP,Short,2022-06-13T16:01:00,0.85679,5.0,0,2022-06-14T06:08:22,0.85579,5.0,0,0.85579,0.0,609.74,13.86,0,,,,11549,147,1.218093114999008,,
59,EURJPY,Short,2022-06-10T15:00:21,141.006,4.0,0,2022-06-14T06:58:54,140.488,4.0,0,0.0,0.0,899.98,0.0,0,,,,11536,147,0.007465305369508457,,
60,USDCHF,Long,2022-06-14T07:56:39,0.99521,2.0,0,2022-06-14T07:56:49,0.99495,2.0,0,0.0,0.0,-52.26,0.0,0,,,,11556,147,1.005136246218175,,
61,USDCHF,Short,2022-06-14T09:59:15,0.99025,5.0,0,2022-06-14T10:22:48,0.98925,5.0,0,0.98925,0.0,505.43,0.0,0,,,,11558,147,1.009835800698806,,
62,EURJPY,Long,2022-06-14T07:56:59,140.525,2.0,0,2022-06-14T10:39:59,140.535,2.0,0,140.535,0.0,14.9,0.0,0,,,,11557,147,0.00743232560623865,,
63,EURJPY,Long,2022-06-14T13:01:32,140.198,1.0,0,2022-06-14T13:01:37,140.502,1.0,0,0.0,0.0,226.35,0.0,0,,,,11561,147,0.007446942125169486,,
64,EURJPY,Short,2022-06-14T10:39:45,140.502,1.8,0,2022-06-14T13:58:34,140.363,1.8,0,0.0,0.0,-40.46,0.0,0,,,,11559,147,0.007452435203645686,,
65,EURCAD,Short,2022-06-14T11:59:59,1.34851,5.0,0,2022-06-14T16:09:37,1.3475,5.0,0,1.34751,0.0,391.09,0.0,0,,,,11560,147,0.7737878046248091,,
66,AUDCHF,Long,2022-06-15T11:00:17,0.69134,5.0,0,2022-06-15T12:23:05,0.69234,5.0,0,0.69234,0.0,500.99,0.0,0,,,,11562,147,1.002980841581293,,
67,EURGBP,Short,2022-06-15T13:00:25,0.86669,5.0,0,2022-06-15T13:16:36,0.86569,5.0,0,0.86569,0.0,605.64,0.0,0,,,,11564,147,1.209257785008019,,
68,CADCHF,Long,2022-06-15T12:59:44,0.77298,5.0,0,2022-06-15T15:41:27,0.77399,5.0,0,0.77398,0.0,503.93,0.0,0,,,,11563,147,1.001944735455285,,
69,EURJPY,Short,2022-06-15T16:04:32,140.242,0.3,0,2022-06-15T16:04:38,144.134,0.3,0,0.0,0.0,-868.21,-10.27,0,,,,11566,147,0.007435442117199033,,
70,CADJPY,Short,2022-06-16T10:59:29,103.038,5.0,0,2022-06-16T11:14:59,102.837,5.0,0,102.838,0.0,755.6,0.0,0,,,,11567,147,0.007512956443866866,,
71,EURCAD,Long,2022-06-16T12:00:35,1.34663,5.0,0,2022-06-16T12:55:37,1.34672,5.0,0,1.34673,0.0,34.76,0.0,0,,,,11568,147,0.7732784497874997,,
72,EURJPY,Short,2022-06-15T15:09:43,140.114,1.8,0,2022-06-16T16:01:34,138.698,1.8,0,0.0,0.0,1921.46,-3.92,0,,,,11565,147,0.007423715995919153,,
73,EURJPY,Short,2022-06-16T16:03:42,138.674,0.46,0,2022-06-16T16:03:47,144.134,0.46,0,0.0,0.0,-1893.16,-11.65,0,,,,11570,147,0.007537540569780022,,
74,CADCHF,Short,2022-06-16T15:59:54,0.75094,5.0,0,2022-06-16T16:17:30,0.74993,5.0,0,0.74994,0.0,519.76,0.0,0,,,,11569,147,1.02897390642306,,
75,EURJPY,Short,2022-06-16T16:20:02,138.775,0.2,0,2022-06-16T16:20:08,144.134,0.2,0,0.0,0.0,-807.27,0.0,0,,,,11571,147,0.007531257431521905,,
76,EURJPY,Long,2022-06-16T17:11:46,139.19,2.0,0,2022-06-16T19:59:35,139.713,2.0,0,0.0,0.0,792.23,0.0,0,,,,11572,147,0.007545935532104552,,
77,EURJPY,Short,2022-06-16T20:02:19,139.707,0.24,0,2022-06-16T20:02:38,144.134,0.24,0,0.0,0.0,-804.79,0.0,0,,,,11573,147,0.007571151520356098,,
78,EURJPY,Long,2022-06-08T14:59:58,144.134,5.0,0,2022-06-16T20:02:38,140.89,4.4,0,0.0,0.0,0.0,0.0,0,,,,11524,147,0.0074478349599478,,
79,GBPCHF,Short,2022-06-17T08:59:29,1.18637,5.0,0,2022-06-17T09:55:41,1.18537,5.0,0,1.18537,0.0,518.76,0.0,0,,,,11574,147,1.033857437929436,,
